model_name,month_date,target_month,portfolio,portfolio_return_percent,benchmark_return_percent,mean_fund_excess_return_percent,funds,excess_return_percent,excess_difference
RF,2024-11-01,2024-12-01,2,1.047786,-1.36551,2.413296,1,2.413296,0.0
RF,2024-11-01,2024-12-01,3,-0.14394099999999999,-1.36551,1.2215690000000001,2,1.2215690000000001,0.0
RF,2024-11-01,2024-12-01,4,-1.448517,-1.36551,-0.083007,2,-0.08300700000000005,-5.551115123125783e-17
RF,2024-11-01,2024-12-01,5,-1.386799,-1.36551,-0.021289,1,-0.02128899999999989,1.0755285551056204e-16
RF,2024-11-01,2024-12-01,6,-1.0455305,-1.36551,0.31997950000000003,2,0.3199795000000001,5.551115123125783e-17
RF,2024-11-01,2024-12-01,7,-1.466037,-1.36551,-0.10052700000000003,2,-0.10052700000000003,0.0
RF,2024-11-01,2024-12-01,8,-1.195273,-1.36551,0.170237,1,0.17023699999999997,-2.7755575615628914e-17
RF,2024-11-01,2024-12-01,9,-0.660649,-1.36551,0.704861,2,0.704861,0.0
RF,2024-11-01,2024-12-01,10,-0.311718,-1.36551,1.0537919999999998,2,1.053792,2.220446049250313e-16
RF,2024-11-01,2024-12-01,11,-1.209364,-1.36551,0.156146,1,0.1561459999999999,-1.1102230246251565e-16
RF,2024-11-01,2024-12-01,12,1.1233725,-1.36551,2.4888825,2,2.4888825,0.0
RF,2024-11-01,2024-12-01,13,-0.018043000000000003,-1.36551,1.347467,2,1.347467,0.0
RF,2024-11-01,2024-12-01,14,-1.370693,-1.36551,-0.005183,1,-0.005182999999999938,6.245004513516506e-17
RF,2024-11-01,2024-12-01,15,-0.606054,-1.36551,0.759456,2,0.759456,0.0
RF,2024-11-01,2024-12-01,16,-1.3374225,-1.36551,0.028087499999999987,2,0.028087500000000043,5.551115123125783e-17
RF,2024-11-01,2024-12-01,17,2.734816,-1.36551,4.100326,1,4.100326,0.0
RF,2024-11-01,2024-12-01,18,0.8390645,-1.36551,2.2045745,2,2.2045745,0.0
RF,2024-11-01,2024-12-01,19,1.730334,-1.36551,3.095844,1,3.095844,0.0
RF,2024-12-01,2025-01-01,0,-3.804043666666667,-3.470144,-0.33389966666666665,3,-0.3338996666666669,-2.7755575615628914e-16
RF,2024-12-01,2025-01-01,1,-3.431497333333333,-3.470144,0.03864666666666672,3,0.03864666666666672,0.0
RF,2024-12-01,2025-01-01,2,-5.274555333333333,-3.470144,-1.8044113333333334,3,-1.804411333333333,4.440892098500626e-16
RF,2024-12-01,2025-01-01,3,-3.253508333333333,-3.470144,0.2166356666666666,3,0.2166356666666669,3.0531133177191805e-16
RF,2024-12-01,2025-01-01,4,-2.8395576666666664,-3.470144,0.6305863333333334,3,0.6305863333333335,1.1102230246251565e-16
RF,2024-12-01,2025-01-01,5,-4.561481666666666,-3.470144,-1.0913376666666668,3,-1.0913376666666665,2.220446049250313e-16
RF,2024-12-01,2025-01-01,6,-4.496696333333333,-3.470144,-1.0265523333333333,3,-1.0265523333333335,-2.220446049250313e-16
RF,2024-12-01,2025-01-01,7,-4.495407666666666,-3.470144,-1.0252636666666666,3,-1.0252636666666661,4.440892098500626e-16
RF,2024-12-01,2025-01-01,8,-5.6464609999999995,-3.470144,-2.176317,3,-2.1763169999999996,4.440892098500626e-16
RF,2024-12-01,2025-01-01,9,-4.584539666666666,-3.470144,-1.1143956666666668,3,-1.1143956666666663,4.440892098500626e-16
RF,2024-12-01,2025-01-01,10,-6.810041666666667,-3.470144,-3.339897666666667,3,-3.339897666666667,0.0
RF,2024-12-01,2025-01-01,11,-7.357226,-3.470144,-3.8870819999999995,3,-3.887082,-4.440892098500626e-16
RF,2024-12-01,2025-01-01,12,-10.078440666666667,-3.470144,-6.608296666666667,3,-6.608296666666668,-8.881784197001252e-16
RF,2024-12-01,2025-01-01,13,-3.8866433333333332,-3.470144,-0.41649933333333333,3,-0.41649933333333333,0.0
RF,2024-12-01,2025-01-01,14,-3.627950666666667,-3.470144,-0.15780666666666662,3,-0.1578066666666671,-4.718447854656915e-16
RF,2024-12-01,2025-01-01,15,-5.894162000000001,-3.470144,-2.424018,3,-2.4240180000000007,-8.881784197001252e-16
RF,2024-12-01,2025-01-01,16,-4.903087,-3.470144,-1.4329429999999999,3,-1.4329430000000003,-4.440892098500626e-16
RF,2024-12-01,2025-01-01,17,-3.9962969999999998,-3.470144,-0.526153,3,-0.5261529999999999,1.1102230246251565e-16
RF,2024-12-01,2025-01-01,18,-7.221895,-3.470144,-3.751751,3,-3.751751,0.0
RF,2024-12-01,2025-01-01,19,-8.582269666666667,-3.470144,-5.112125666666667,3,-5.1121256666666675,-8.881784197001252e-16
RF,2025-01-01,2025-02-01,0,-8.1427105,-7.786369,-0.35634150000000003,4,-0.3563415000000001,-5.551115123125783e-17
RF,2025-01-01,2025-02-01,1,-5.2228935,-7.786369,2.5634755,4,2.5634755,0.0
RF,2025-01-01,2025-02-01,2,-5.085152666666667,-7.786369,2.7012163333333334,3,2.701216333333333,-4.440892098500626e-16
RF,2025-01-01,2025-02-01,3,-8.0584205,-7.786369,-0.27205150000000006,4,-0.2720515000000008,-7.216449660063518e-16
RF,2025-01-01,2025-02-01,4,-5.473482333333333,-7.786369,2.3128866666666665,3,2.3128866666666665,0.0
RF,2025-01-01,2025-02-01,5,-8.336379,-7.786369,-0.5500100000000001,4,-0.5500100000000012,-1.1102230246251565e-15
RF,2025-01-01,2025-02-01,6,-6.094043333333333,-7.786369,1.6923256666666664,3,1.692325666666667,6.661338147750939e-16
RF,2025-01-01,2025-02-01,7,-6.25291275,-7.786369,1.53345625,4,1.5334562499999995,-4.440892098500626e-16
RF,2025-01-01,2025-02-01,8,-6.395266666666667,-7.786369,1.3911023333333332,3,1.3911023333333326,-6.661338147750939e-16
RF,2025-01-01,2025-02-01,9,-7.21763825,-7.786369,0.56873075,4,0.5687307499999994,-5.551115123125783e-16
RF,2025-01-01,2025-02-01,10,-4.949495000000001,-7.786369,2.836874,4,2.836873999999999,-8.881784197001252e-16
RF,2025-01-01,2025-02-01,11,-5.737648,-7.786369,2.048721,3,2.0487209999999996,-4.440892098500626e-16
RF,2025-01-01,2025-02-01,12,-4.851711,-7.786369,2.9346579999999998,4,2.9346579999999998,0.0
RF,2025-01-01,2025-02-01,13,-5.626074666666667,-7.786369,2.1602943333333333,3,2.160294333333333,-4.440892098500626e-16
RF,2025-01-01,2025-02-01,14,-7.2036235,-7.786369,0.5827455000000001,4,0.5827454999999997,-4.440892098500626e-16
RF,2025-01-01,2025-02-01,15,-5.1392793333333335,-7.786369,2.6470896666666666,3,2.647089666666666,-4.440892098500626e-16
RF,2025-01-01,2025-02-01,16,-6.2159515,-7.786369,1.5704175,4,1.5704174999999996,-4.440892098500626e-16
RF,2025-01-01,2025-02-01,17,-6.186829,-7.786369,1.59954,3,1.5995399999999993,-6.661338147750939e-16
RF,2025-01-01,2025-02-01,18,-6.29047575,-7.786369,1.49589325,4,1.49589325,0.0
RF,2025-01-01,2025-02-01,19,-7.105503333333334,-7.786369,0.6808656666666666,3,0.6808656666666657,-8.881784197001252e-16
RF,2025-02-01,2025-03-01,0,6.54707575,7.352851,-0.8057752499999999,4,-0.8057752499999999,0.0
RF,2025-02-01,2025-03-01,1,9.145808500000001,7.352851,1.7929575,4,1.7929575000000009,8.881784197001252e-16
RF,2025-02-01,2025-03-01,2,6.4193195,7.352851,-0.9335315,4,-0.9335315,0.0
RF,2025-02-01,2025-03-01,3,8.040176666666667,7.352851,0.6873256666666667,3,0.6873256666666672,4.440892098500626e-16
RF,2025-02-01,2025-03-01,4,7.27540675,7.352851,-0.07744424999999998,4,-0.0774442500000001,-1.249000902703301e-16
RF,2025-02-01,2025-03-01,5,7.30268025,7.352851,-0.050170750000000035,4,-0.050170750000000375,-3.400058012914542e-16
RF,2025-02-01,2025-03-01,6,6.377773666666666,7.352851,-0.9750773333333335,3,-0.975077333333334,-5.551115123125783e-16
RF,2025-02-01,2025-03-01,7,7.047341250000001,7.352851,-0.30550975,4,-0.3055097499999997,3.3306690738754696e-16
RF,2025-02-01,2025-03-01,8,6.982063,7.352851,-0.370788,4,-0.3707880000000001,-1.1102230246251565e-16
RF,2025-02-01,2025-03-01,9,7.699272666666666,7.352851,0.3464216666666667,3,0.3464216666666662,-4.996003610813204e-16
RF,2025-02-01,2025-03-01,10,5.717085,7.352851,-1.6357659999999998,4,-1.6357660000000003,-4.440892098500626e-16
RF,2025-02-01,2025-03-01,11,5.87852475,7.352851,-1.4743262499999998,4,-1.4743262499999998,0.0
RF,2025-02-01,2025-03-01,12,7.7243435,7.352851,0.3714925,4,0.37149249999999956,-4.440892098500626e-16
RF,2025-02-01,2025-03-01,13,5.826389666666667,7.352851,-1.5264613333333334,3,-1.5264613333333337,-2.220446049250313e-16
RF,2025-02-01,2025-03-01,14,6.0012110000000005,7.352851,-1.35164,4,-1.3516399999999997,2.220446049250313e-16
RF,2025-02-01,2025-03-01,15,7.3995032499999995,7.352851,0.046652250000000006,4,0.046652249999999285,-7.216449660063518e-16
RF,2025-02-01,2025-03-01,16,5.683041,7.352851,-1.66981,3,-1.66981,0.0
RF,2025-02-01,2025-03-01,17,5.4961515,7.352851,-1.8566995,4,-1.8566995000000004,-4.440892098500626e-16
RF,2025-02-01,2025-03-01,18,6.85566975,7.352851,-0.49718124999999996,4,-0.4971812500000006,-6.106226635438361e-16
RF,2025-02-01,2025-03-01,19,7.517066666666666,7.352851,0.16421566666666665,3,0.16421566666666543,-1.2212453270876722e-15
RF,2025-03-01,2025-04-01,0,2.31564375,3.251256,-0.9356122499999999,4,-0.9356122500000001,-2.220446049250313e-16
RF,2025-03-01,2025-04-01,1,2.941967,3.251256,-0.30928900000000004,4,-0.30928900000000015,-1.1102230246251565e-16
RF,2025-03-01,2025-04-01,2,2.052165,3.251256,-1.1990910000000001,4,-1.1990910000000001,0.0
RF,2025-03-01,2025-04-01,3,1.2922956666666667,3.251256,-1.9589603333333334,3,-1.9589603333333334,0.0
RF,2025-03-01,2025-04-01,4,4.05425725,3.251256,0.80300125,4,0.8030012499999999,-1.1102230246251565e-16
RF,2025-03-01,2025-04-01,5,-17.00598025,3.251256,-20.25723625,4,-20.257236250000002,-3.552713678800501e-15
RF,2025-03-01,2025-04-01,6,2.4288007499999997,3.251256,-0.82245525,4,-0.8224552500000004,-4.440892098500626e-16
RF,2025-03-01,2025-04-01,7,3.241735333333333,3.251256,-0.009520666666666658,3,-0.009520666666666955,-2.96637714392034e-16
RF,2025-03-01,2025-04-01,8,2.50330175,3.251256,-0.74795425,4,-0.7479542500000003,-2.220446049250313e-16
RF,2025-03-01,2025-04-01,9,2.9793279999999998,3.251256,-0.27192800000000006,4,-0.2719280000000004,-3.3306690738754696e-16
RF,2025-03-01,2025-04-01,10,3.235741,3.251256,-0.015515000000000001,4,-0.015515000000000168,-1.6653345369377348e-16
RF,2025-03-01,2025-04-01,11,3.700189333333333,3.251256,0.44893333333333335,3,0.44893333333333274,-6.106226635438361e-16
RF,2025-03-01,2025-04-01,12,2.35046525,3.251256,-0.90079075,4,-0.9007907500000001,-1.1102230246251565e-16
RF,2025-03-01,2025-04-01,13,2.9323449999999998,3.251256,-0.318911,4,-0.3189110000000004,-3.885780586188048e-16
RF,2025-03-01,2025-04-01,14,2.51765725,3.251256,-0.73359875,4,-0.7335987500000001,-1.1102230246251565e-16
RF,2025-03-01,2025-04-01,15,3.468012,3.251256,0.21675600000000003,3,0.21675599999999973,-3.0531133177191805e-16
RF,2025-03-01,2025-04-01,16,2.8049269999999997,3.251256,-0.4463289999999999,4,-0.4463290000000004,-4.996003610813204e-16
RF,2025-03-01,2025-04-01,17,2.74149075,3.251256,-0.5097652500000001,4,-0.5097652500000001,0.0
RF,2025-03-01,2025-04-01,18,3.165113,3.251256,-0.086143,4,-0.0861430000000003,-3.0531133177191805e-16
RF,2025-03-01,2025-04-01,19,3.5572953333333337,3.251256,0.30603933333333333,3,0.30603933333333355,2.220446049250313e-16
RF,2025-04-01,2025-05-01,0,3.5668984999999997,3.652402,-0.08550349999999998,4,-0.08550350000000018,-1.942890293094024e-16
RF,2025-04-01,2025-05-01,1,3.6038045,3.652402,-0.04859749999999996,4,-0.04859750000000007,-1.1102230246251565e-16
RF,2025-04-01,2025-05-01,2,2.2775220000000003,3.652402,-1.37488,4,-1.3748799999999997,4.440892098500626e-16
RF,2025-04-01,2025-05-01,3,3.1163916666666664,3.652402,-0.5360103333333334,3,-0.5360103333333335,-1.1102230246251565e-16
RF,2025-04-01,2025-05-01,4,2.4345107500000003,3.652402,-1.21789125,4,-1.2178912499999996,4.440892098500626e-16
RF,2025-04-01,2025-05-01,5,3.75231475,3.652402,0.09991275000000005,4,0.0999127500000001,5.551115123125783e-17
RF,2025-04-01,2025-05-01,6,4.22835,3.652402,0.575948,4,0.5759479999999999,-1.1102230246251565e-16
RF,2025-04-01,2025-05-01,7,2.779703,3.652402,-0.872699,3,-0.8726989999999999,1.1102230246251565e-16
RF,2025-04-01,2025-05-01,8,4.65586,3.652402,1.003458,4,1.0034579999999997,-2.220446049250313e-16
RF,2025-04-01,2025-05-01,9,2.9861465,3.652402,-0.6662555,4,-0.6662555000000001,-1.1102230246251565e-16
RF,2025-04-01,2025-05-01,10,3.0166715,3.652402,-0.6357305,4,-0.6357304999999998,2.220446049250313e-16
RF,2025-04-01,2025-05-01,11,6.000319,3.652402,2.3479170000000003,3,2.3479170000000003,0.0
RF,2025-04-01,2025-05-01,12,2.99418125,3.652402,-0.65822075,4,-0.6582207499999999,1.1102230246251565e-16
RF,2025-04-01,2025-05-01,13,2.70078675,3.652402,-0.9516152499999999,4,-0.9516152500000001,-2.220446049250313e-16
RF,2025-04-01,2025-05-01,14,3.491123,3.652402,-0.16127900000000003,4,-0.16127899999999995,8.326672684688674e-17
RF,2025-04-01,2025-05-01,15,4.2108756666666665,3.652402,0.5584736666666666,3,0.5584736666666665,-1.1102230246251565e-16
RF,2025-04-01,2025-05-01,16,4.57325875,3.652402,0.92085675,4,0.92085675,0.0
RF,2025-04-01,2025-05-01,17,3.53088375,3.652402,-0.12151825000000001,4,-0.12151824999999983,1.8041124150158794e-16
RF,2025-04-01,2025-05-01,18,5.263856499999999,3.652402,1.6114545,4,1.6114544999999993,-6.661338147750939e-16
RF,2025-04-01,2025-05-01,19,5.2576443333333325,3.652402,1.6052423333333332,3,1.6052423333333325,-6.661338147750939e-16
RF,2025-05-01,2025-06-01,0,3.082411,3.766898,-0.684487,4,-0.6844869999999998,1.1102230246251565e-16
RF,2025-05-01,2025-06-01,1,3.4776594999999997,3.766898,-0.28923849999999995,4,-0.2892385000000002,-2.220446049250313e-16
RF,2025-05-01,2025-06-01,2,3.30750375,3.766898,-0.45939425,4,-0.4593942499999999,1.1102230246251565e-16
RF,2025-05-01,2025-06-01,3,3.1209210000000005,3.766898,-0.6459769999999999,3,-0.6459769999999994,5.551115123125783e-16
RF,2025-05-01,2025-06-01,4,3.41267175,3.766898,-0.35422624999999996,4,-0.35422624999999996,0.0
RF,2025-05-01,2025-06-01,5,3.6299505,3.766898,-0.13694750000000003,4,-0.13694749999999978,2.498001805406602e-16
RF,2025-05-01,2025-06-01,6,3.40968225,3.766898,-0.35721575,4,-0.35721574999999994,5.551115123125783e-17
RF,2025-05-01,2025-06-01,7,3.820241333333333,3.766898,0.05334333333333333,3,0.0533433333333333,-3.469446951953614e-17
RF,2025-05-01,2025-06-01,8,3.8636040000000005,3.766898,0.09670599999999999,4,0.09670600000000062,6.38378239159465e-16
RF,2025-05-01,2025-06-01,9,3.3602345000000002,3.766898,-0.40666349999999996,4,-0.4066634999999996,3.3306690738754696e-16
RF,2025-05-01,2025-06-01,10,4.189571,3.766898,0.42267299999999997,4,0.4226730000000001,1.1102230246251565e-16
RF,2025-05-01,2025-06-01,11,3.163172,3.766898,-0.603726,3,-0.603726,0.0
RF,2025-05-01,2025-06-01,12,3.145279,3.766898,-0.6216189999999999,4,-0.6216189999999999,0.0
RF,2025-05-01,2025-06-01,13,4.03293075,3.766898,0.26603275000000004,4,0.2660327500000004,3.3306690738754696e-16
RF,2025-05-01,2025-06-01,14,3.435927,3.766898,-0.330971,4,-0.3309709999999999,1.1102230246251565e-16
RF,2025-05-01,2025-06-01,15,3.9214133333333336,3.766898,0.15451533333333334,3,0.15451533333333378,4.440892098500626e-16
RF,2025-05-01,2025-06-01,16,4.18228075,3.766898,0.41538275,4,0.41538275000000047,4.440892098500626e-16
RF,2025-05-01,2025-06-01,17,3.829594,3.766898,0.062696,4,0.06269600000000031,3.0531133177191805e-16
RF,2025-05-01,2025-06-01,18,3.46737625,3.766898,-0.29952175000000003,4,-0.2995217499999998,2.220446049250313e-16
RF,2025-05-01,2025-06-01,19,3.1086826666666667,3.766898,-0.6582153333333333,3,-0.6582153333333332,1.1102230246251565e-16
RF,2025-06-01,2025-07-01,0,-1.832401,-2.826766,0.994365,4,0.9943650000000002,1.1102230246251565e-16
RF,2025-06-01,2025-07-01,1,-1.822406,-2.826766,1.0043600000000001,4,1.0043600000000001,0.0
RF,2025-06-01,2025-07-01,2,-2.1777205,-2.826766,0.6490454999999999,4,0.6490455000000002,2.220446049250313e-16
RF,2025-06-01,2025-07-01,3,-1.9541849999999998,-2.826766,0.872581,4,0.8725810000000003,2.220446049250313e-16
RF,2025-06-01,2025-07-01,4,-1.054964,-2.8267660000000006,1.7718019999999999,3,1.7718020000000005,6.661338147750939e-16
RF,2025-06-01,2025-07-01,5,-2.085562,-2.826766,0.741204,4,0.7412040000000002,2.220446049250313e-16
RF,2025-06-01,2025-07-01,6,-1.33525975,-2.826766,1.49150625,4,1.49150625,0.0
RF,2025-06-01,2025-07-01,7,-2.5153285,-2.826766,0.31143750000000003,4,0.31143750000000026,2.220446049250313e-16
RF,2025-06-01,2025-07-01,8,-1.60219325,-2.826766,1.22457275,4,1.22457275,0.0
RF,2025-06-01,2025-07-01,9,-2.4784726666666668,-2.8267660000000006,0.34829333333333334,3,0.3482933333333338,4.440892098500626e-16
RF,2025-06-01,2025-07-01,10,-1.3010795,-2.826766,1.5256865,4,1.5256865000000002,2.220446049250313e-16
RF,2025-06-01,2025-07-01,11,-2.05718775,-2.826766,0.76957825,4,0.7695782499999999,-1.1102230246251565e-16
RF,2025-06-01,2025-07-01,12,-0.7742985,-2.826766,2.0524675,4,2.0524675,0.0
RF,2025-06-01,2025-07-01,13,-1.2702689999999999,-2.826766,1.556497,4,1.5564970000000002,2.220446049250313e-16
RF,2025-06-01,2025-07-01,14,-2.520475333333333,-2.8267660000000006,0.30629066666666666,3,0.3062906666666674,7.216449660063518e-16
RF,2025-06-01,2025-07-01,15,-1.61313775,-2.826766,1.21362825,4,1.2136282500000002,2.220446049250313e-16
RF,2025-06-01,2025-07-01,16,-1.5491035,-2.826766,1.2776625,4,1.2776625000000001,2.220446049250313e-16
RF,2025-06-01,2025-07-01,17,-2.059553,-2.826766,0.767213,4,0.7672129999999999,-1.1102230246251565e-16
RF,2025-06-01,2025-07-01,18,-2.6552464999999996,-2.826766,0.17151949999999996,4,0.1715195000000005,5.273559366969494e-16
RF,2025-06-01,2025-07-01,19,-1.887257,-2.8267660000000006,0.939509,3,0.9395090000000006,5.551115123125783e-16
RF,2025-07-01,2025-08-01,0,-2.2859637499999996,-1.816508,-0.46945575,4,-0.4694557499999996,3.885780586188048e-16
RF,2025-07-01,2025-08-01,1,-2.60078875,-1.816508,-0.78428075,4,-0.78428075,0.0
RF,2025-07-01,2025-08-01,2,-2.5133365000000003,-1.816508,-0.6968285000000001,4,-0.6968285000000003,-2.220446049250313e-16
RF,2025-07-01,2025-08-01,3,-2.0553635,-1.816508,-0.2388555,4,-0.2388554999999999,1.1102230246251565e-16
RF,2025-07-01,2025-08-01,4,-2.29596875,-1.816508,-0.47946075,4,-0.4794607500000001,-1.1102230246251565e-16
RF,2025-07-01,2025-08-01,5,-1.96931775,-1.816508,-0.15280974999999997,4,-0.15280975000000008,-1.1102230246251565e-16
RF,2025-07-01,2025-08-01,6,-1.916912,-1.816508,-0.10040400000000001,3,-0.10040399999999994,6.938893903907228e-17
RF,2025-07-01,2025-08-01,7,-2.1155045,-1.816508,-0.29899650000000005,4,-0.2989965000000001,-5.551115123125783e-17
RF,2025-07-01,2025-08-01,8,-2.2208715,-1.816508,-0.4043635,4,-0.4043634999999999,1.1102230246251565e-16
RF,2025-07-01,2025-08-01,9,-2.22997975,-1.816508,-0.41347175,4,-0.41347175,0.0
RF,2025-07-01,2025-08-01,10,-1.58924575,-1.816508,0.22726225,4,0.2272622500000001,1.1102230246251565e-16
RF,2025-07-01,2025-08-01,11,-2.32491275,-1.816508,-0.50840475,4,-0.5084047500000002,-2.220446049250313e-16
RF,2025-07-01,2025-08-01,12,-0.67815475,-1.816508,1.13835325,4,1.13835325,0.0
RF,2025-07-01,2025-08-01,13,-1.9817786666666668,-1.816508,-0.16527066666666668,3,-0.1652706666666668,-1.1102230246251565e-16
RF,2025-07-01,2025-08-01,14,-1.007333,-1.816508,0.809175,4,0.809175,0.0
RF,2025-07-01,2025-08-01,15,-3.14694325,-1.816508,-1.3304352499999998,4,-1.33043525,-2.220446049250313e-16
RF,2025-07-01,2025-08-01,16,-1.89134475,-1.816508,-0.07483675000000009,4,-0.07483675000000001,8.326672684688674e-17
RF,2025-07-01,2025-08-01,17,-2.4244415,-1.816508,-0.6079334999999999,4,-0.6079334999999999,0.0
RF,2025-07-01,2025-08-01,18,-1.84079175,-1.816508,-0.024283749999999993,4,-0.024283749999999937,5.551115123125783e-17
RF,2025-07-01,2025-08-01,19,-2.274737333333333,-1.816508,-0.4582293333333333,3,-0.45822933333333293,3.885780586188048e-16
RF,2025-08-01,2025-09-01,0,1.52445475,1.253765,0.27068975,4,0.27068975000000006,5.551115123125783e-17
RF,2025-08-01,2025-09-01,1,0.9531432500000001,1.253765,-0.30062175,4,-0.3006217499999999,1.1102230246251565e-16
RF,2025-08-01,2025-09-01,2,1.12179325,1.253765,-0.13197175000000003,4,-0.13197174999999994,8.326672684688674e-17
RF,2025-08-01,2025-09-01,3,1.2817685,1.253765,0.028003499999999983,4,0.02800350000000007,8.673617379884035e-17
RF,2025-08-01,2025-09-01,4,1.988238,1.253765,0.734473,4,0.7344729999999999,-1.1102230246251565e-16
RF,2025-08-01,2025-09-01,5,0.65552,1.253765,-0.598245,4,-0.598245,0.0
RF,2025-08-01,2025-09-01,6,1.0107043333333332,1.253765,-0.24306066666666667,3,-0.2430606666666668,-1.3877787807814457e-16
RF,2025-08-01,2025-09-01,7,1.45419625,1.253765,0.20043125,4,0.20043125000000006,5.551115123125783e-17
RF,2025-08-01,2025-09-01,8,1.527176,1.253765,0.273411,4,0.27341100000000007,5.551115123125783e-17
RF,2025-08-01,2025-09-01,9,0.4044705,1.253765,-0.8492945000000001,4,-0.8492945000000001,0.0
RF,2025-08-01,2025-09-01,10,0.05151425000000004,1.253765,-1.2022507500000001,4,-1.20225075,2.220446049250313e-16
RF,2025-08-01,2025-09-01,11,1.09089825,1.253765,-0.16286674999999995,4,-0.16286675000000006,-1.1102230246251565e-16
RF,2025-08-01,2025-09-01,12,1.05873725,1.253765,-0.19502774999999997,4,-0.19502774999999994,2.7755575615628914e-17
RF,2025-08-01,2025-09-01,13,0.5162426666666667,1.253765,-0.7375223333333333,3,-0.7375223333333333,0.0
RF,2025-08-01,2025-09-01,14,2.337434,1.253765,1.083669,4,1.083669,0.0
RF,2025-08-01,2025-09-01,15,0.74526125,1.253765,-0.50850375,4,-0.50850375,0.0
RF,2025-08-01,2025-09-01,16,0.64223425,1.253765,-0.61153075,4,-0.61153075,0.0
RF,2025-08-01,2025-09-01,17,1.4592095,1.253765,0.20544449999999997,4,0.20544450000000003,5.551115123125783e-17
RF,2025-08-01,2025-09-01,18,1.7166735,1.253765,0.4629085,4,0.46290849999999995,-5.551115123125783e-17
RF,2025-08-01,2025-09-01,19,2.7275313333333333,1.253765,1.473766333333333,3,1.4737663333333333,2.220446049250313e-16
RF,2025-09-01,2025-10-01,0,3.3816454,4.342917,-0.9612715999999999,5,-0.9612715999999999,0.0
RF,2025-09-01,2025-10-01,1,3.09618225,4.342917,-1.24673475,4,-1.24673475,0.0
RF,2025-09-01,2025-10-01,2,2.469667,4.342917,-1.87325,4,-1.87325,0.0
RF,2025-09-01,2025-10-01,3,4.0548892500000004,4.342917,-0.28802775,4,-0.28802774999999947,5.551115123125783e-16
RF,2025-09-01,2025-10-01,4,2.76226475,4.342917,-1.58065225,4,-1.58065225,0.0
RF,2025-09-01,2025-10-01,5,2.34395475,4.342917,-1.99896225,4,-1.99896225,0.0
RF,2025-09-01,2025-10-01,6,2.702597,4.342917,-1.64032,4,-1.64032,0.0
RF,2025-09-01,2025-10-01,7,3.112577,4.342917,-1.23034,4,-1.23034,0.0
RF,2025-09-01,2025-10-01,8,2.79217,4.342917,-1.550747,4,-1.5507469999999999,2.220446049250313e-16
RF,2025-09-01,2025-10-01,9,2.8198935,4.342917,-1.5230234999999999,4,-1.5230234999999999,0.0
RF,2025-09-01,2025-10-01,10,2.88968625,4.342917,-1.45323075,4,-1.45323075,0.0
RF,2025-09-01,2025-10-01,11,2.9720215,4.342917,-1.3708955,4,-1.3708955,0.0
RF,2025-09-01,2025-10-01,12,3.00911275,4.342917,-1.33380425,4,-1.33380425,0.0
RF,2025-09-01,2025-10-01,13,3.153995,4.342917,-1.188922,4,-1.1889219999999998,2.220446049250313e-16
RF,2025-09-01,2025-10-01,14,3.43744675,4.342917,-0.90547025,4,-0.90547025,0.0
RF,2025-09-01,2025-10-01,15,3.50371575,4.342917,-0.83920125,4,-0.8392012499999999,1.1102230246251565e-16
RF,2025-09-01,2025-10-01,16,3.0141275,4.342917,-1.3287895,4,-1.3287895,0.0
RF,2025-09-01,2025-10-01,17,3.33552875,4.342917,-1.00738825,4,-1.00738825,0.0
RF,2025-09-01,2025-10-01,18,2.896313,4.342917,-1.446604,4,-1.4466039999999998,2.220446049250313e-16
RF,2025-09-01,2025-10-01,19,3.2752995,4.342917,-1.0676174999999999,4,-1.0676174999999999,0.0
RF,2025-10-01,2025-11-01,0,-0.5965446,0.9964980000000001,-1.5930426,5,-1.5930426,0.0
RF,2025-10-01,2025-11-01,1,0.6935715,0.996498,-0.3029265,4,-0.3029265,0.0
RF,2025-10-01,2025-11-01,2,0.035397,0.996498,-0.961101,4,-0.961101,0.0
RF,2025-10-01,2025-11-01,3,0.17485275,0.996498,-0.82164525,4,-0.82164525,0.0
RF,2025-10-01,2025-11-01,4,0.18268475,0.996498,-0.8138132499999999,4,-0.8138132499999999,0.0
RF,2025-10-01,2025-11-01,5,-0.7467275,0.996498,-1.7432254999999999,4,-1.7432254999999999,0.0
RF,2025-10-01,2025-11-01,6,-0.42219700000000004,0.996498,-1.418695,4,-1.418695,0.0
RF,2025-10-01,2025-11-01,7,0.07884225,0.996498,-0.91765575,4,-0.91765575,0.0
RF,2025-10-01,2025-11-01,8,-0.8735615,0.996498,-1.8700595,4,-1.8700595,0.0
RF,2025-10-01,2025-11-01,9,0.584413,0.996498,-0.41208500000000003,4,-0.41208500000000003,0.0
RF,2025-10-01,2025-11-01,10,-0.08878449999999999,0.996498,-1.0852825,4,-1.0852825,0.0
RF,2025-10-01,2025-11-01,11,-0.260051,0.996498,-1.2565490000000001,4,-1.256549,2.220446049250313e-16
RF,2025-10-01,2025-11-01,12,0.51533225,0.996498,-0.48116575,4,-0.48116574999999995,5.551115123125783e-17
RF,2025-10-01,2025-11-01,13,0.17643525000000002,0.996498,-0.8200627500000001,4,-0.82006275,1.1102230246251565e-16
RF,2025-10-01,2025-11-01,14,-0.383297,0.996498,-1.379795,4,-1.379795,0.0
RF,2025-10-01,2025-11-01,15,-0.44804125,0.996498,-1.44453925,4,-1.44453925,0.0
