scheme_name,month_date,target_month,rf_probability,monthly_return_percent,benchmark_monthly_return_percent,excess_return_percent,rank,funds_in_month,portfolio,model_name,probability_column,xgb_probability,lgbm_probability,average_probability
LIC MF Flexi Cap Fund,2025-12-01,2026-01-01,,-4.295341,-3.273242,-1.022099,30.0,85,6,XGBoost,xgb_probability,0.49956586956977844,,
LIC MF Focused Fund,2025-12-01,2026-01-01,,-5.09452,-3.273242,-1.821278,2.0,85,0,XGBoost,xgb_probability,0.9202977418899536,,
LIC MF Value Fund,2025-12-01,2026-01-01,,-2.469631,-3.273242,0.803611,82.0,85,19,XGBoost,xgb_probability,0.08757772296667099,,
Mahindra Manulife ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.154434,-3.273242,0.118808,77.0,85,17,XGBoost,xgb_probability,0.11569447070360184,,
Mahindra Manulife Flexi Cap Fund,2025-12-01,2026-01-01,,-3.080662,-3.273242,0.19258,55.0,85,12,XGBoost,xgb_probability,0.26843589544296265,,
Mahindra Manulife Focused Fund,2025-12-01,2026-01-01,,-1.030986,-3.273242,2.242256,74.0,85,17,XGBoost,xgb_probability,0.13104256987571716,,
Mirae Asset ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.476272,-3.273242,-0.20303,35.0,85,8,XGBoost,xgb_probability,0.4304483234882355,,
Mirae Asset Focused Fund,2025-12-01,2026-01-01,,-5.6938,-3.273242,-2.420558,70.0,85,16,XGBoost,xgb_probability,0.1567506641149521,,
Motilal Oswal ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.672223,-3.273242,-0.398981,27.0,85,6,XGBoost,xgb_probability,0.5594992637634277,,
Motilal Oswal Flexi Cap Fund,2025-12-01,2026-01-01,,-4.562469,-3.273242,-1.289227,44.0,85,10,XGBoost,xgb_probability,0.380503386259079,,
Motilal Oswal Focused Fund,2025-12-01,2026-01-01,,-3.717558,-3.273242,-0.444316,9.0,85,1,XGBoost,xgb_probability,0.7265927195549011,,
Navi Flexi Cap Fund,2025-12-01,2026-01-01,,-3.643171,-3.273242,-0.369929,43.0,85,9,XGBoost,xgb_probability,0.39531299471855164,,
Nippon India ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-2.023484,-3.273242,1.249758,14.0,85,3,XGBoost,xgb_probability,0.6804336309432983,,
Nippon India Flexi Cap Fund,2025-12-01,2026-01-01,,-4.065307,-3.273242,-0.792065,33.0,85,7,XGBoost,xgb_probability,0.47178569436073303,,
Nippon India Value Fund,2025-12-01,2026-01-01,,-2.169738,-3.273242,1.103504,84.0,85,19,XGBoost,xgb_probability,0.04296240210533142,,
Parag Parikh ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.387181,-3.273242,-0.113939,16.0,85,3,XGBoost,xgb_probability,0.6568122506141663,,
Parag Parikh Flexi Cap Fund,2025-12-01,2026-01-01,,-1.733408,-3.273242,1.539834,8.0,85,1,XGBoost,xgb_probability,0.7585636377334595,,
PGIM India ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-4.015865,-3.273242,-0.742623,62.0,85,14,XGBoost,xgb_probability,0.2103424370288849,,
PGIM India Flexi Cap Fund,2025-12-01,2026-01-01,,-3.465804,-3.273242,-0.192562,38.0,85,8,XGBoost,xgb_probability,0.4214582145214081,,
Quant ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-5.288602,-3.273242,-2.01536,65.0,85,15,XGBoost,xgb_probability,0.18128877878189087,,
Quant Flexi Cap Fund,2025-12-01,2026-01-01,,-5.294112,-3.273242,-2.02087,32.0,85,7,XGBoost,xgb_probability,0.4785914719104767,,
Quant Focused Fund,2025-12-01,2026-01-01,,-4.184327,-3.273242,-0.911085,5.0,85,0,XGBoost,xgb_probability,0.8690528273582458,,
Quant Value Fund,2025-12-01,2026-01-01,,-5.237872,-3.273242,-1.96463,13.0,85,2,XGBoost,xgb_probability,0.7017703056335449,,
Shriram ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.167371,-3.273242,0.105871,34.0,85,7,XGBoost,xgb_probability,0.47126758098602295,,
Shriram Flexi Cap Fund,2025-12-01,2026-01-01,,-3.178671,-3.273242,0.094571,63.0,85,14,XGBoost,xgb_probability,0.20819976925849915,,
Sundaram Dividend Yield Fund,2025-12-01,2026-01-01,,-1.114532,-3.273242,2.15871,73.0,85,16,XGBoost,xgb_probability,0.13716018199920654,,
Sundaram ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.385803,-3.273242,-0.112561,24.0,85,5,XGBoost,xgb_probability,0.6149715781211853,,
Sundaram Focused Fund,2025-12-01,2026-01-01,,-3.504511,-3.273242,-0.231269,67.0,85,15,XGBoost,xgb_probability,0.1713903248310089,,
Sundaram Value Fund,2025-12-01,2026-01-01,,-3.132766,-3.273242,0.140476,68.0,85,15,XGBoost,xgb_probability,0.16234806180000305,,
Tata Business Cycle Fund,2025-12-01,2026-01-01,,-3.658567,-3.273242,-0.385325,7.0,85,1,XGBoost,xgb_probability,0.7656849026679993,,
Tata Dividend Yield Fund,2025-12-01,2026-01-01,,-2.313505,-3.273242,0.959737,75.0,85,17,XGBoost,xgb_probability,0.1304572969675064,,
Tata ELSS Fund,2025-12-01,2026-01-01,,-3.419167,-3.273242,-0.145925,85.0,85,19,XGBoost,xgb_probability,0.029382862150669098,,
Tata Flexi Cap Fund,2025-12-01,2026-01-01,,-3.336799,-3.273242,-0.063557,80.0,85,18,XGBoost,xgb_probability,0.09476619958877563,,
Tata Focused Fund,2025-12-01,2026-01-01,,-2.838867,-3.273242,0.434375,49.0,85,11,XGBoost,xgb_probability,0.3126611113548279,,
Tata Value Fund,2025-12-01,2026-01-01,,-2.577982,-3.273242,0.69526,59.0,85,13,XGBoost,xgb_probability,0.24511145055294037,,
UTI Dividend Yield Fund,2025-12-01,2026-01-01,,-1.288746,-3.273242,1.984496,28.0,85,6,XGBoost,xgb_probability,0.5371353626251221,,
UTI ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.362167,-3.273242,-0.088925,81.0,85,18,XGBoost,xgb_probability,0.09185659140348434,,
UTI Flexi Cap Fund,2025-12-01,2026-01-01,,-4.759621,-3.273242,-1.486379,20.0,85,4,XGBoost,xgb_probability,0.6388590931892395,,
UTI Focused Fund,2025-12-01,2026-01-01,,-2.978688,-3.273242,0.294554,64.0,85,14,XGBoost,xgb_probability,0.19565114378929138,,
UTI Value Fund,2025-12-01,2026-01-01,,-2.980569,-3.273242,0.292673,31.0,85,7,XGBoost,xgb_probability,0.48771482706069946,,
Axis Flexi Cap Fund,2024-01-01,2024-02-01,,3.476749,1.574078,1.902671,30.0,32,18,LightGBM,lgbm_probability,,0.03071090329052759,
DSP ELSS Tax Saver Fund,2024-01-01,2024-02-01,,3.724196,1.574078,2.150118,29.0,32,17,LightGBM,lgbm_probability,,0.05649196527204783,
DSP Flexi Cap Fund,2024-01-01,2024-02-01,,0.885235,1.574078,-0.688843,13.0,32,7,LightGBM,lgbm_probability,,0.9993477403010347,
Edelweiss ELSS Tax saver Fund,2024-01-01,2024-02-01,,3.105058,1.574078,1.53098,28.0,32,16,LightGBM,lgbm_probability,,0.48951172836214674,
Edelweiss Flexi Cap Fund,2024-01-01,2024-02-01,,3.113537,1.574078,1.539459,27.0,32,16,LightGBM,lgbm_probability,,0.5986438619458275,
Franklin India ELSS Tax Saver Fund,2024-01-01,2024-02-01,,3.185397,1.574078,1.611319,2.0,32,0,LightGBM,lgbm_probability,,0.9999954858978086,
Franklin India Flexi Cap Fund,2024-01-01,2024-02-01,,2.999653,1.574078,1.425575,8.0,32,4,LightGBM,lgbm_probability,,0.9999149827866614,
Franklin India Focused Equity Fund,2024-01-01,2024-02-01,,4.49679,1.574078,2.922712,25.0,32,15,LightGBM,lgbm_probability,,0.7913461346687277,
Franklin India Opportunities Fund,2024-01-01,2024-02-01,,4.346663,1.574078,2.772585,1.0,32,0,LightGBM,lgbm_probability,,0.9999993211185917,
HDFC ELSS Tax saver,2024-01-01,2024-02-01,,4.055237,1.574078,2.481159,10.0,32,5,LightGBM,lgbm_probability,,0.9998763013233042,
HDFC Flexi Cap Fund,2024-01-01,2024-02-01,,4.252392,1.574078,2.678314,18.0,32,10,LightGBM,lgbm_probability,,0.9931914427872084,
HDFC Focused Fund,2024-01-01,2024-02-01,,4.036855,1.574078,2.462777,23.0,32,13,LightGBM,lgbm_probability,,0.8840168349802935,
HDFC Value Fund,2024-01-01,2024-02-01,,3.384377,1.574078,1.810299,6.0,32,3,LightGBM,lgbm_probability,,0.9999504602904145,
HSBC Flexi Cap Fund,2024-01-01,2024-02-01,,4.262429,1.574078,2.688351,26.0,32,15,LightGBM,lgbm_probability,,0.7316076334258792,
ICICI Prudential ELSS Tax Saver Fund,2024-01-01,2024-02-01,,3.919917,1.574078,2.345839,31.0,32,18,LightGBM,lgbm_probability,,0.011660262559026241,
ICICI Prudential India Opportunities Fund,2024-01-01,2024-02-01,,3.343363,1.574078,1.769285,21.0,32,12,LightGBM,lgbm_probability,,0.9740306222949204,
ITI ELSS Tax Saver Fund,2024-01-01,2024-02-01,,2.920871,1.574078,1.346793,9.0,32,5,LightGBM,lgbm_probability,,0.9998869501404812,
Kotak ELSS Tax Saver Fund,2024-01-01,2024-02-01,,5.421958,1.574078,3.84788,16.0,32,9,LightGBM,lgbm_probability,,0.9957443748538115,
LIC MF ELSS Tax Saver,2024-01-01,2024-02-01,,3.340626,1.574078,1.766548,12.0,32,6,LightGBM,lgbm_probability,,0.9997565541599768,
LIC MF Flexi Cap Fund,2024-01-01,2024-02-01,,2.408153,1.574078,0.834075,3.0,32,1,LightGBM,lgbm_probability,,0.9999906433131085,
Motilal Oswal ELSS Tax Saver Fund,2024-01-01,2024-02-01,,4.861023,1.574078,3.286945,22.0,32,13,LightGBM,lgbm_probability,,0.963874181888573,
Motilal Oswal Flexi Cap Fund,2024-01-01,2024-02-01,,3.849571,1.574078,2.275493,7.0,32,3,LightGBM,lgbm_probability,,0.9999458579807611,
Navi Flexi Cap Fund,2024-01-01,2024-02-01,,2.41256,1.574078,0.838482,14.0,32,8,LightGBM,lgbm_probability,,0.9991879503809786,
Parag Parikh ELSS Tax Saver Fund,2024-01-01,2024-02-01,,4.29321,1.574078,2.719132,5.0,32,2,LightGBM,lgbm_probability,,0.9999793058779839,
Parag Parikh Flexi Cap Fund,2024-01-01,2024-02-01,,4.294344,1.574078,2.720266,20.0,32,11,LightGBM,lgbm_probability,,0.9829945224626906,
PGIM India Flexi Cap Fund,2024-01-01,2024-02-01,,3.532847,1.574078,1.958769,15.0,32,8,LightGBM,lgbm_probability,,0.9990779204561021,
Shriram ELSS Tax Saver Fund,2024-01-01,2024-02-01,,1.89555,1.574078,0.321472,24.0,32,14,LightGBM,lgbm_probability,,0.8393707160396202,
Shriram Flexi Cap Fund,2024-01-01,2024-02-01,,2.221846,1.574078,0.647768,4.0,32,1,LightGBM,lgbm_probability,,0.9999859890144077,
Sundaram ELSS Tax Saver Fund,2024-01-01,2024-02-01,,4.489883,1.574078,2.915805,11.0,32,6,LightGBM,lgbm_probability,,0.9998443655999996,
UTI ELSS Tax Saver Fund,2024-01-01,2024-02-01,,0.783845,1.574078,-0.790233,17.0,32,10,LightGBM,lgbm_probability,,0.9940858424635524,
UTI Flexi Cap Fund,2024-01-01,2024-02-01,,1.239782,1.574078,-0.334296,19.0,32,11,LightGBM,lgbm_probability,,0.9926066780794559,
UTI Value Fund,2024-01-01,2024-02-01,,2.61172,1.574078,1.037642,32.0,32,19,LightGBM,lgbm_probability,,0.0017924470826662306,
Axis Flexi Cap Fund,2024-02-01,2024-03-01,,1.792414,3.2e-05,1.792382,29.0,32,17,LightGBM,lgbm_probability,,0.8421037285519921,
DSP ELSS Tax Saver Fund,2024-02-01,2024-03-01,,-2.308027,3.2e-05,-2.308059,28.0,32,16,LightGBM,lgbm_probability,,0.9076144534680156,
DSP Flexi Cap Fund,2024-02-01,2024-03-01,,-0.903344,3.2e-05,-0.903376,22.0,32,13,LightGBM,lgbm_probability,,0.9648898923795675,
Edelweiss ELSS Tax saver Fund,2024-02-01,2024-03-01,,0.0,3.2e-05,-3.2e-05,9.0,32,5,LightGBM,lgbm_probability,,0.9995946901109063,
Edelweiss Flexi Cap Fund,2024-02-01,2024-03-01,,0.340023,3.2e-05,0.339991,25.0,32,15,LightGBM,lgbm_probability,,0.9483574310042686,
Franklin India ELSS Tax Saver Fund,2024-02-01,2024-03-01,,-0.60335,3.2e-05,-0.603382,10.0,32,5,LightGBM,lgbm_probability,,0.9994933034679695,
Franklin India Flexi Cap Fund,2024-02-01,2024-03-01,,-0.540696,3.2e-05,-0.540728,24.0,32,14,LightGBM,lgbm_probability,,0.9501576978340623,
Franklin India Focused Equity Fund,2024-02-01,2024-03-01,,0.749428,3.2e-05,0.749396,26.0,32,15,LightGBM,lgbm_probability,,0.9481119822359547,
Franklin India Opportunities Fund,2024-02-01,2024-03-01,,-1.198766,3.2e-05,-1.198798,2.0,32,0,LightGBM,lgbm_probability,,0.9999987447459324,
HDFC ELSS Tax saver,2024-02-01,2024-03-01,,-0.079831,3.2e-05,-0.079863,12.0,32,6,LightGBM,lgbm_probability,,0.9985343793047932,
HDFC Flexi Cap Fund,2024-02-01,2024-03-01,,0.116542,3.2e-05,0.11651,5.0,32,2,LightGBM,lgbm_probability,,0.9999366863337262,
HDFC Focused Fund,2024-02-01,2024-03-01,,0.411954,3.2e-05,0.411922,20.0,32,11,LightGBM,lgbm_probability,,0.9932445855003185,
HDFC Value Fund,2024-02-01,2024-03-01,,-1.045843,3.2e-05,-1.045875,11.0,32,6,LightGBM,lgbm_probability,,0.9992386644133167,
HSBC Flexi Cap Fund,2024-02-01,2024-03-01,,-0.677776,3.2e-05,-0.677808,15.0,32,8,LightGBM,lgbm_probability,,0.9967212693767493,
ICICI Prudential ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.462177,3.2e-05,0.462145,27.0,32,16,LightGBM,lgbm_probability,,0.9454778138971136,
ICICI Prudential India Opportunities Fund,2024-02-01,2024-03-01,,1.857783,3.2e-05,1.857751,18.0,32,10,LightGBM,lgbm_probability,,0.9952041300288333,
ITI ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.388914,3.2e-05,0.388882,3.0,32,1,LightGBM,lgbm_probability,,0.9999915597870476,
Kotak ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.674743,3.2e-05,0.674711,31.0,32,18,LightGBM,lgbm_probability,,0.6205333983325163,
LIC MF ELSS Tax Saver,2024-02-01,2024-03-01,,0.275848,3.2e-05,0.275816,21.0,32,12,LightGBM,lgbm_probability,,0.9878647851752429,
LIC MF Flexi Cap Fund,2024-02-01,2024-03-01,,-0.355827,3.2e-05,-0.355859,8.0,32,4,LightGBM,lgbm_probability,,0.9997869920472297,
Motilal Oswal ELSS Tax Saver Fund,2024-02-01,2024-03-01,,1.885959,3.2e-05,1.885927,14.0,32,8,LightGBM,lgbm_probability,,0.9978327227618264,
Motilal Oswal Flexi Cap Fund,2024-02-01,2024-03-01,,1.280927,3.2e-05,1.280895,19.0,32,11,LightGBM,lgbm_probability,,0.9951804958957458,
Navi Flexi Cap Fund,2024-02-01,2024-03-01,,-3.145843,3.2e-05,-3.145875,4.0,32,1,LightGBM,lgbm_probability,,0.9999847714315157,
Parag Parikh ELSS Tax Saver Fund,2024-02-01,2024-03-01,,-1.805614,3.2e-05,-1.805646,23.0,32,13,LightGBM,lgbm_probability,,0.9615593647406876,
Parag Parikh Flexi Cap Fund,2024-02-01,2024-03-01,,-0.745715,3.2e-05,-0.745747,7.0,32,3,LightGBM,lgbm_probability,,0.9997933638641331,
PGIM India Flexi Cap Fund,2024-02-01,2024-03-01,,0.36384,3.2e-05,0.363808,13.0,32,7,LightGBM,lgbm_probability,,0.9981051463979005,
Shriram ELSS Tax Saver Fund,2024-02-01,2024-03-01,,-2.030433,3.2e-05,-2.030465,16.0,32,9,LightGBM,lgbm_probability,,0.9965065016023271,
Shriram Flexi Cap Fund,2024-02-01,2024-03-01,,-1.775879,3.2e-05,-1.775911,6.0,32,3,LightGBM,lgbm_probability,,0.9998154760944421,
Sundaram ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.516676,3.2e-05,0.516644,30.0,32,18,LightGBM,lgbm_probability,,0.6777329098702252,
UTI ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.338275,3.2e-05,0.338243,1.0,32,0,LightGBM,lgbm_probability,,0.9999988275184908,
UTI Flexi Cap Fund,2024-02-01,2024-03-01,,0.136222,3.2e-05,0.13619,17.0,32,10,LightGBM,lgbm_probability,,0.9960980278121133,
UTI Value Fund,2024-02-01,2024-03-01,,-0.620759,3.2e-05,-0.620791,32.0,32,19,LightGBM,lgbm_probability,,0.07058061504462047,
Axis Flexi Cap Fund,2024-03-01,2024-04-01,,3.685504,4.533622,-0.848118,13.0,32,7,LightGBM,lgbm_probability,,0.9989036568026647,
DSP ELSS Tax Saver Fund,2024-03-01,2024-04-01,,5.889785,4.533622,1.356163,28.0,32,16,LightGBM,lgbm_probability,,0.4964446970591472,
DSP Flexi Cap Fund,2024-03-01,2024-04-01,,5.082646,4.533622,0.549024,18.0,32,10,LightGBM,lgbm_probability,,0.9955616913712078,
Edelweiss ELSS Tax saver Fund,2024-03-01,2024-04-01,,3.328773,4.533622,-1.204849,22.0,32,13,LightGBM,lgbm_probability,,0.9297286010910132,
Edelweiss Flexi Cap Fund,2024-03-01,2024-04-01,,4.391548,4.533622,-0.142074,4.0,32,1,LightGBM,lgbm_probability,,0.9999754042634801,
Franklin India ELSS Tax Saver Fund,2024-03-01,2024-04-01,,3.897104,4.533622,-0.636518,5.0,32,2,LightGBM,lgbm_probability,,0.9999727669062515,
Franklin India Flexi Cap Fund,2024-03-01,2024-04-01,,4.020038,4.533622,-0.513584,3.0,32,1,LightGBM,lgbm_probability,,0.9999873774406169,
Franklin India Focused Equity Fund,2024-03-01,2024-04-01,,3.601527,4.533622,-0.932095,25.0,32,15,LightGBM,lgbm_probability,,0.7976005972100821,
Franklin India Opportunities Fund,2024-03-01,2024-04-01,,10.286075,4.533622,5.752453,10.0,32,5,LightGBM,lgbm_probability,,0.9997132435150059,
HDFC ELSS Tax saver,2024-03-01,2024-04-01,,3.603967,4.533622,-0.929655,21.0,32,12,LightGBM,lgbm_probability,,0.9778830705609587,
HDFC Flexi Cap Fund,2024-03-01,2024-04-01,,3.323035,4.533622,-1.210587,17.0,32,10,LightGBM,lgbm_probability,,0.9971496319593004,
HDFC Focused Fund,2024-03-01,2024-04-01,,3.601527,4.533622,-0.932095,7.0,32,3,LightGBM,lgbm_probability,,0.9998611126829559,
HDFC Value Fund,2024-03-01,2024-04-01,,4.623961,4.533622,0.090339,8.0,32,4,LightGBM,lgbm_probability,,0.9998237385580618,
HSBC Flexi Cap Fund,2024-03-01,2024-04-01,,4.05967,4.533622,-0.473952,24.0,32,14,LightGBM,lgbm_probability,,0.8800867862680785,
ICICI Prudential ELSS Tax Saver Fund,2024-03-01,2024-04-01,,2.956655,4.533622,-1.576967,14.0,32,8,LightGBM,lgbm_probability,,0.9983085705586547,
ICICI Prudential India Opportunities Fund,2024-03-01,2024-04-01,,2.610063,4.533622,-1.923559,2.0,32,0,LightGBM,lgbm_probability,,0.999989264924015,
ITI ELSS Tax Saver Fund,2024-03-01,2024-04-01,,6.41467,4.533622,1.881048,12.0,32,6,LightGBM,lgbm_probability,,0.9994784521132686,
Kotak ELSS Tax Saver Fund,2024-03-01,2024-04-01,,5.497173,4.533622,0.963551,31.0,32,18,LightGBM,lgbm_probability,,0.20176464326371155,
LIC MF ELSS Tax Saver,2024-03-01,2024-04-01,,4.109112,4.533622,-0.42451,26.0,32,15,LightGBM,lgbm_probability,,0.7284555317156584,
LIC MF Flexi Cap Fund,2024-03-01,2024-04-01,,4.089111,4.533622,-0.444511,27.0,32,16,LightGBM,lgbm_probability,,0.5850768222198521,
Motilal Oswal ELSS Tax Saver Fund,2024-03-01,2024-04-01,,6.604114,4.533622,2.070492,6.0,32,3,LightGBM,lgbm_probability,,0.9999536953684293,
Motilal Oswal Flexi Cap Fund,2024-03-01,2024-04-01,,4.220808,4.533622,-0.312814,20.0,32,11,LightGBM,lgbm_probability,,0.9880316341668979,
Navi Flexi Cap Fund,2024-03-01,2024-04-01,,3.392367,4.533622,-1.141255,1.0,32,0,LightGBM,lgbm_probability,,0.9999998072889155,
Parag Parikh ELSS Tax Saver Fund,2024-03-01,2024-04-01,,2.756612,4.533622,-1.77701,23.0,32,13,LightGBM,lgbm_probability,,0.9169393188121253,
Parag Parikh Flexi Cap Fund,2024-03-01,2024-04-01,,2.799175,4.533622,-1.734447,15.0,32,8,LightGBM,lgbm_probability,,0.9978433395175987,
PGIM India Flexi Cap Fund,2024-03-01,2024-04-01,,3.011712,4.533622,-1.52191,32.0,32,19,LightGBM,lgbm_probability,,0.026042502475082108,
Shriram ELSS Tax Saver Fund,2024-03-01,2024-04-01,,4.380169,4.533622,-0.153453,29.0,32,17,LightGBM,lgbm_probability,,0.47934381927579484,
Shriram Flexi Cap Fund,2024-03-01,2024-04-01,,4.441339,4.533622,-0.092283,16.0,32,9,LightGBM,lgbm_probability,,0.9978315016313166,
Sundaram ELSS Tax Saver Fund,2024-03-01,2024-04-01,,3.655039,4.533622,-0.878583,9.0,32,5,LightGBM,lgbm_probability,,0.9998040507926084,
UTI ELSS Tax Saver Fund,2024-03-01,2024-04-01,,4.284869,4.533622,-0.248753,11.0,32,6,LightGBM,lgbm_probability,,0.9996296548062953,
UTI Flexi Cap Fund,2024-03-01,2024-04-01,,1.91143,4.533622,-2.622192,19.0,32,11,LightGBM,lgbm_probability,,0.9881455120235594,
UTI Value Fund,2024-03-01,2024-04-01,,4.710377,4.533622,0.176755,30.0,32,18,LightGBM,lgbm_probability,,0.36143444489484833,
Axis Flexi Cap Fund,2024-04-01,2024-05-01,,1.342812,0.731367,0.611445,18.0,32,10,LightGBM,lgbm_probability,,0.04246297462599025,
DSP ELSS Tax Saver Fund,2024-04-01,2024-05-01,,2.480496,0.731367,1.749129,6.0,32,3,LightGBM,lgbm_probability,,0.37872324991236983,
DSP Flexi Cap Fund,2024-04-01,2024-05-01,,2.098992,0.731367,1.367625,13.0,32,7,LightGBM,lgbm_probability,,0.08548585391143226,
Edelweiss ELSS Tax saver Fund,2024-04-01,2024-05-01,,1.897617,0.731367,1.16625,19.0,32,11,LightGBM,lgbm_probability,,0.03939383005141463,
Edelweiss Flexi Cap Fund,2024-04-01,2024-05-01,,2.507192,0.731367,1.775825,31.0,32,18,LightGBM,lgbm_probability,,0.0013897223350417796,
Franklin India ELSS Tax Saver Fund,2024-04-01,2024-05-01,,0.864446,0.731367,0.133079,22.0,32,13,LightGBM,lgbm_probability,,0.009242262338246864,
Franklin India Flexi Cap Fund,2024-04-01,2024-05-01,,0.885017,0.731367,0.15365,32.0,32,19,LightGBM,lgbm_probability,,0.0005115935946609555,
Franklin India Focused Equity Fund,2024-04-01,2024-05-01,,0.864442,0.731367,0.133075,15.0,32,8,LightGBM,lgbm_probability,,0.05732902117025499,
Franklin India Opportunities Fund,2024-04-01,2024-05-01,,4.345069,0.731367,3.613702,5.0,32,2,LightGBM,lgbm_probability,,0.41833507747134796,
HDFC ELSS Tax saver,2024-04-01,2024-05-01,,2.317903,0.731367,1.586536,29.0,32,17,LightGBM,lgbm_probability,,0.001528551332546879,
HDFC Flexi Cap Fund,2024-04-01,2024-05-01,,2.17523,0.731367,1.443863,26.0,32,15,LightGBM,lgbm_probability,,0.0035556335052526872,
HDFC Focused Fund,2024-04-01,2024-05-01,,2.336364,0.731367,1.604997,12.0,32,6,LightGBM,lgbm_probability,,0.12311184646435652,
HDFC Value Fund,2024-04-01,2024-05-01,,1.756638,0.731367,1.025271,27.0,32,16,LightGBM,lgbm_probability,,0.0033688035262690987,
HSBC Flexi Cap Fund,2024-04-01,2024-05-01,,1.317161,0.731367,0.585794,23.0,32,13,LightGBM,lgbm_probability,,0.004846872615837957,
ICICI Prudential ELSS Tax Saver Fund,2024-04-01,2024-05-01,,-1.73968,0.731367,-2.471047,24.0,32,14,LightGBM,lgbm_probability,,0.0047146341379710405,
ICICI Prudential India Opportunities Fund,2024-04-01,2024-05-01,,0.398406,0.731367,-0.332961,2.0,32,0,LightGBM,lgbm_probability,,0.9342409696582787,
ITI ELSS Tax Saver Fund,2024-04-01,2024-05-01,,2.332572,0.731367,1.601205,1.0,32,0,LightGBM,lgbm_probability,,0.981996004000323,
Kotak ELSS Tax Saver Fund,2024-04-01,2024-05-01,,2.526659,0.731367,1.795292,17.0,32,10,LightGBM,lgbm_probability,,0.04562029094021715,
LIC MF ELSS Tax Saver,2024-04-01,2024-05-01,,2.278237,0.731367,1.54687,28.0,32,16,LightGBM,lgbm_probability,,0.0029886971227871717,
LIC MF Flexi Cap Fund,2024-04-01,2024-05-01,,1.635679,0.731367,0.904312,20.0,32,11,LightGBM,lgbm_probability,,0.03270054934973323,
Motilal Oswal ELSS Tax Saver Fund,2024-04-01,2024-05-01,,1.485936,0.731367,0.754569,4.0,32,1,LightGBM,lgbm_probability,,0.8171796586998126,
Motilal Oswal Flexi Cap Fund,2024-04-01,2024-05-01,,0.30065,0.731367,-0.430717,9.0,32,5,LightGBM,lgbm_probability,,0.27506041322298047,
Navi Flexi Cap Fund,2024-04-01,2024-05-01,,0.432494,0.731367,-0.298873,3.0,32,1,LightGBM,lgbm_probability,,0.9245614977761702,
Parag Parikh ELSS Tax Saver Fund,2024-04-01,2024-05-01,,0.333982,0.731367,-0.397385,21.0,32,12,LightGBM,lgbm_probability,,0.021415874053695497,
Parag Parikh Flexi Cap Fund,2024-04-01,2024-05-01,,1.046461,0.731367,0.315094,25.0,32,15,LightGBM,lgbm_probability,,0.004061222448667813,
PGIM India Flexi Cap Fund,2024-04-01,2024-05-01,,-1.732539,0.731367,-2.463906,11.0,32,6,LightGBM,lgbm_probability,,0.1490325881579587,
Shriram ELSS Tax Saver Fund,2024-04-01,2024-05-01,,2.694394,0.731367,1.963027,30.0,32,18,LightGBM,lgbm_probability,,0.0015093307682437463,
Shriram Flexi Cap Fund,2024-04-01,2024-05-01,,1.890275,0.731367,1.158908,16.0,32,9,LightGBM,lgbm_probability,,0.053868258922743585,
Sundaram ELSS Tax Saver Fund,2024-04-01,2024-05-01,,-0.168575,0.731367,-0.899942,10.0,32,5,LightGBM,lgbm_probability,,0.17610364245209703,
UTI ELSS Tax Saver Fund,2024-04-01,2024-05-01,,0.912111,0.731367,0.180744,7.0,32,3,LightGBM,lgbm_probability,,0.37318545359656585,
UTI Flexi Cap Fund,2024-04-01,2024-05-01,,0.680787,0.731367,-0.05058,14.0,32,8,LightGBM,lgbm_probability,,0.06654379273159232,
UTI Value Fund,2024-04-01,2024-05-01,,2.645571,0.731367,1.914204,8.0,32,4,LightGBM,lgbm_probability,,0.27746941337658226,
Axis Flexi Cap Fund,2024-05-01,2024-06-01,,7.371295,7.051242,0.320053,20.0,32,11,LightGBM,lgbm_probability,,0.13055218920793774,
DSP ELSS Tax Saver Fund,2024-05-01,2024-06-01,,6.930649,7.051242,-0.120593,2.0,32,0,LightGBM,lgbm_probability,,0.9869393778977826,
DSP Flexi Cap Fund,2024-05-01,2024-06-01,,7.270235,7.051242,0.218993,26.0,32,15,LightGBM,lgbm_probability,,0.07128214862774915,
Edelweiss ELSS Tax saver Fund,2024-05-01,2024-06-01,,8.367259,7.051242,1.316017,27.0,32,16,LightGBM,lgbm_probability,,0.026495026115442386,
Edelweiss Flexi Cap Fund,2024-05-01,2024-06-01,,8.725316,7.051242,1.674074,32.0,32,19,LightGBM,lgbm_probability,,0.004664392980205449,
