scheme_name,month_date,target_month,rf_probability,monthly_return_percent,benchmark_monthly_return_percent,excess_return_percent,rank,funds_in_month,portfolio,model_name,probability_column,xgb_probability,lgbm_probability,average_probability
Axis Flexi Cap Fund,2024-01-01,2024-02-01,0.33336794852034773,3.476749,1.574078,1.902671,28.0,32,16,RF,rf_probability,,,
DSP ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.40426236980254016,3.724196,1.574078,2.150118,24.0,32,14,RF,rf_probability,,,
DSP Flexi Cap Fund,2024-01-01,2024-02-01,0.46812406596671274,0.885235,1.574078,-0.688843,18.0,32,10,RF,rf_probability,,,
Edelweiss ELSS Tax saver Fund,2024-01-01,2024-02-01,0.3313549804598566,3.105058,1.574078,1.53098,29.0,32,17,RF,rf_probability,,,
Edelweiss Flexi Cap Fund,2024-01-01,2024-02-01,0.34298408963757254,3.113537,1.574078,1.539459,27.0,32,16,RF,rf_probability,,,
Franklin India ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.5013702369354067,3.185397,1.574078,1.611319,13.0,32,7,RF,rf_probability,,,
Franklin India Flexi Cap Fund,2024-01-01,2024-02-01,0.4653606533387492,2.999653,1.574078,1.425575,20.0,32,11,RF,rf_probability,,,
Franklin India Focused Equity Fund,2024-01-01,2024-02-01,0.4088437530391865,4.49679,1.574078,2.922712,23.0,32,13,RF,rf_probability,,,
Franklin India Opportunities Fund,2024-01-01,2024-02-01,0.7874063177019056,4.346663,1.574078,2.772585,1.0,32,0,RF,rf_probability,,,
HDFC ELSS Tax saver,2024-01-01,2024-02-01,0.5823215700965704,4.055237,1.574078,2.481159,3.0,32,1,RF,rf_probability,,,
HDFC Flexi Cap Fund,2024-01-01,2024-02-01,0.4846173746188451,4.252392,1.574078,2.678314,15.0,32,8,RF,rf_probability,,,
HDFC Focused Fund,2024-01-01,2024-02-01,0.5278839438511264,4.036855,1.574078,2.462777,9.0,32,5,RF,rf_probability,,,
HDFC Value Fund,2024-01-01,2024-02-01,0.39903382327167175,3.384377,1.574078,1.810299,25.0,32,15,RF,rf_probability,,,
HSBC Flexi Cap Fund,2024-01-01,2024-02-01,0.3027276626538237,4.262429,1.574078,2.688351,31.0,32,18,RF,rf_probability,,,
ICICI Prudential ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.30588075982325225,3.919917,1.574078,2.345839,30.0,32,18,RF,rf_probability,,,
ICICI Prudential India Opportunities Fund,2024-01-01,2024-02-01,0.5160154575816334,3.343363,1.574078,1.769285,10.0,32,5,RF,rf_probability,,,
ITI ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.5728884747605332,2.920871,1.574078,1.346793,4.0,32,1,RF,rf_probability,,,
Kotak ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.5037327259599707,5.421958,1.574078,3.84788,12.0,32,6,RF,rf_probability,,,
LIC MF ELSS Tax Saver,2024-01-01,2024-02-01,0.46664101784868045,3.340626,1.574078,1.766548,19.0,32,11,RF,rf_probability,,,
LIC MF Flexi Cap Fund,2024-01-01,2024-02-01,0.5649023659776753,2.408153,1.574078,0.834075,6.0,32,3,RF,rf_probability,,,
Motilal Oswal ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.5868579013263999,4.861023,1.574078,3.286945,2.0,32,0,RF,rf_probability,,,
Motilal Oswal Flexi Cap Fund,2024-01-01,2024-02-01,0.4587038951244835,3.849571,1.574078,2.275493,21.0,32,12,RF,rf_probability,,,
Navi Flexi Cap Fund,2024-01-01,2024-02-01,0.48907937261397033,2.41256,1.574078,0.838482,14.0,32,8,RF,rf_probability,,,
Parag Parikh ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.5375677353863881,4.29321,1.574078,2.719132,8.0,32,4,RF,rf_probability,,,
Parag Parikh Flexi Cap Fund,2024-01-01,2024-02-01,0.4785763853621435,4.294344,1.574078,2.720266,16.0,32,9,RF,rf_probability,,,
PGIM India Flexi Cap Fund,2024-01-01,2024-02-01,0.5665867958408984,3.532847,1.574078,1.958769,5.0,32,2,RF,rf_probability,,,
Shriram ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.42410692730901745,1.89555,1.574078,0.321472,22.0,32,13,RF,rf_probability,,,
Shriram Flexi Cap Fund,2024-01-01,2024-02-01,0.5061804756560947,2.221846,1.574078,0.647768,11.0,32,6,RF,rf_probability,,,
Sundaram ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.5577298593992868,4.489883,1.574078,2.915805,7.0,32,3,RF,rf_probability,,,
UTI ELSS Tax Saver Fund,2024-01-01,2024-02-01,0.36074092375632644,0.783845,1.574078,-0.790233,26.0,32,15,RF,rf_probability,,,
UTI Flexi Cap Fund,2024-01-01,2024-02-01,0.4722116111013169,1.239782,1.574078,-0.334296,17.0,32,10,RF,rf_probability,,,
UTI Value Fund,2024-01-01,2024-02-01,0.2600337836999601,2.61172,1.574078,1.037642,32.0,32,19,RF,rf_probability,,,
Axis Flexi Cap Fund,2024-02-01,2024-03-01,0.3724417059720461,1.792414,3.2e-05,1.792382,29.0,32,17,RF,rf_probability,,,
DSP ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.43709050231674085,-2.308027,3.2e-05,-2.308059,24.0,32,14,RF,rf_probability,,,
DSP Flexi Cap Fund,2024-02-01,2024-03-01,0.5166016433171231,-0.903344,3.2e-05,-0.903376,15.0,32,8,RF,rf_probability,,,
Edelweiss ELSS Tax saver Fund,2024-02-01,2024-03-01,0.39368226975123205,0.0,3.2e-05,-3.2e-05,28.0,32,16,RF,rf_probability,,,
Edelweiss Flexi Cap Fund,2024-02-01,2024-03-01,0.3517061015266121,0.340023,3.2e-05,0.339991,31.0,32,18,RF,rf_probability,,,
Franklin India ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.5297833238656766,-0.60335,3.2e-05,-0.603382,14.0,32,8,RF,rf_probability,,,
Franklin India Flexi Cap Fund,2024-02-01,2024-03-01,0.48945679565532524,-0.540696,3.2e-05,-0.540728,19.0,32,11,RF,rf_probability,,,
Franklin India Focused Equity Fund,2024-02-01,2024-03-01,0.39699478528007914,0.749428,3.2e-05,0.749396,26.0,32,15,RF,rf_probability,,,
Franklin India Opportunities Fund,2024-02-01,2024-03-01,0.7334320796850208,-1.198766,3.2e-05,-1.198798,1.0,32,0,RF,rf_probability,,,
HDFC ELSS Tax saver,2024-02-01,2024-03-01,0.6244809714795008,-0.079831,3.2e-05,-0.079863,3.0,32,1,RF,rf_probability,,,
HDFC Flexi Cap Fund,2024-02-01,2024-03-01,0.6605301487727957,0.116542,3.2e-05,0.11651,2.0,32,0,RF,rf_probability,,,
HDFC Focused Fund,2024-02-01,2024-03-01,0.5912623571045394,0.411954,3.2e-05,0.411922,8.0,32,4,RF,rf_probability,,,
HDFC Value Fund,2024-02-01,2024-03-01,0.485704828814117,-1.045843,3.2e-05,-1.045875,20.0,32,11,RF,rf_probability,,,
HSBC Flexi Cap Fund,2024-02-01,2024-03-01,0.45430800620947726,-0.677776,3.2e-05,-0.677808,22.0,32,13,RF,rf_probability,,,
ICICI Prudential ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.35587218757334854,0.462177,3.2e-05,0.462145,30.0,32,18,RF,rf_probability,,,
ICICI Prudential India Opportunities Fund,2024-02-01,2024-03-01,0.5888313568955981,1.857783,3.2e-05,1.857751,9.0,32,5,RF,rf_probability,,,
ITI ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.5977379422864717,0.388914,3.2e-05,0.388882,7.0,32,3,RF,rf_probability,,,
Kotak ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.39545617411484285,0.674743,3.2e-05,0.674711,27.0,32,16,RF,rf_probability,,,
LIC MF ELSS Tax Saver,2024-02-01,2024-03-01,0.5125497175339281,0.275848,3.2e-05,0.275816,16.0,32,9,RF,rf_probability,,,
LIC MF Flexi Cap Fund,2024-02-01,2024-03-01,0.6128112143188765,-0.355827,3.2e-05,-0.355859,4.0,32,1,RF,rf_probability,,,
Motilal Oswal ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.5747214170933985,1.885959,3.2e-05,1.885927,12.0,32,6,RF,rf_probability,,,
Motilal Oswal Flexi Cap Fund,2024-02-01,2024-03-01,0.4809284524642884,1.280927,3.2e-05,1.280895,21.0,32,12,RF,rf_probability,,,
Navi Flexi Cap Fund,2024-02-01,2024-03-01,0.599578792432198,-3.145843,3.2e-05,-3.145875,6.0,32,3,RF,rf_probability,,,
Parag Parikh ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.4509205965774852,-1.805614,3.2e-05,-1.805646,23.0,32,13,RF,rf_probability,,,
Parag Parikh Flexi Cap Fund,2024-02-01,2024-03-01,0.5850661310739481,-0.745715,3.2e-05,-0.745747,10.0,32,5,RF,rf_probability,,,
PGIM India Flexi Cap Fund,2024-02-01,2024-03-01,0.5024774485146775,0.36384,3.2e-05,0.363808,17.0,32,10,RF,rf_probability,,,
Shriram ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.49317348112843457,-2.030433,3.2e-05,-2.030465,18.0,32,10,RF,rf_probability,,,
Shriram Flexi Cap Fund,2024-02-01,2024-03-01,0.5798819188465474,-1.775879,3.2e-05,-1.775911,11.0,32,6,RF,rf_probability,,,
Sundaram ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.40960755799068477,0.516676,3.2e-05,0.516644,25.0,32,15,RF,rf_probability,,,
UTI ELSS Tax Saver Fund,2024-02-01,2024-03-01,0.6005204777678465,0.338275,3.2e-05,0.338243,5.0,32,2,RF,rf_probability,,,
UTI Flexi Cap Fund,2024-02-01,2024-03-01,0.5612397932133226,0.136222,3.2e-05,0.13619,13.0,32,7,RF,rf_probability,,,
UTI Value Fund,2024-02-01,2024-03-01,0.2893027964639421,-0.620759,3.2e-05,-0.620791,32.0,32,19,RF,rf_probability,,,
Axis Flexi Cap Fund,2024-03-01,2024-04-01,0.38811049403812536,3.685504,4.533622,-0.848118,27.0,32,16,RF,rf_probability,,,
DSP ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.4120144128575244,5.889785,4.533622,1.356163,23.0,32,13,RF,rf_probability,,,
DSP Flexi Cap Fund,2024-03-01,2024-04-01,0.47002670702190824,5.082646,4.533622,0.549024,17.0,32,10,RF,rf_probability,,,
Edelweiss ELSS Tax saver Fund,2024-03-01,2024-04-01,0.3534223393479583,3.328773,4.533622,-1.204849,28.0,32,16,RF,rf_probability,,,
Edelweiss Flexi Cap Fund,2024-03-01,2024-04-01,0.39007894654365255,4.391548,4.533622,-0.142074,25.0,32,15,RF,rf_probability,,,
Franklin India ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.6238411263573025,3.897104,4.533622,-0.636518,4.0,32,1,RF,rf_probability,,,
Franklin India Flexi Cap Fund,2024-03-01,2024-04-01,0.6126981404216699,4.020038,4.533622,-0.513584,6.0,32,3,RF,rf_probability,,,
Franklin India Focused Equity Fund,2024-03-01,2024-04-01,0.4936513876646228,3.601527,4.533622,-0.932095,15.0,32,8,RF,rf_probability,,,
Franklin India Opportunities Fund,2024-03-01,2024-04-01,0.6581542881954648,10.286075,4.533622,5.752453,2.0,32,0,RF,rf_probability,,,
HDFC ELSS Tax saver,2024-03-01,2024-04-01,0.6058585866318065,3.603967,4.533622,-0.929655,9.0,32,5,RF,rf_probability,,,
HDFC Flexi Cap Fund,2024-03-01,2024-04-01,0.6083238303749918,3.323035,4.533622,-1.210587,7.0,32,3,RF,rf_probability,,,
HDFC Focused Fund,2024-03-01,2024-04-01,0.6279477121261948,3.601527,4.533622,-0.932095,3.0,32,1,RF,rf_probability,,,
HDFC Value Fund,2024-03-01,2024-04-01,0.5798219470072402,4.623961,4.533622,0.090339,10.0,32,5,RF,rf_probability,,,
HSBC Flexi Cap Fund,2024-03-01,2024-04-01,0.4327950547646369,4.05967,4.533622,-0.473952,18.0,32,10,RF,rf_probability,,,
ICICI Prudential ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.5061446914196913,2.956655,4.533622,-1.576967,14.0,32,8,RF,rf_probability,,,
ICICI Prudential India Opportunities Fund,2024-03-01,2024-04-01,0.744974279048751,2.610063,4.533622,-1.923559,1.0,32,0,RF,rf_probability,,,
ITI ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.5764364483555664,6.41467,4.533622,1.881048,11.0,32,6,RF,rf_probability,,,
Kotak ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.3011148784823706,5.497173,4.533622,0.963551,31.0,32,18,RF,rf_probability,,,
LIC MF ELSS Tax Saver,2024-03-01,2024-04-01,0.27911518094908183,4.109112,4.533622,-0.42451,32.0,32,19,RF,rf_probability,,,
LIC MF Flexi Cap Fund,2024-03-01,2024-04-01,0.33175192060261727,4.089111,4.533622,-0.444511,29.0,32,17,RF,rf_probability,,,
Motilal Oswal ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.6068023202201993,6.604114,4.533622,2.070492,8.0,32,4,RF,rf_probability,,,
Motilal Oswal Flexi Cap Fund,2024-03-01,2024-04-01,0.4177919708516459,4.220808,4.533622,-0.312814,22.0,32,13,RF,rf_probability,,,
Navi Flexi Cap Fund,2024-03-01,2024-04-01,0.6229436102167523,3.392367,4.533622,-1.141255,5.0,32,2,RF,rf_probability,,,
Parag Parikh ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.38936751614398674,2.756612,4.533622,-1.77701,26.0,32,15,RF,rf_probability,,,
Parag Parikh Flexi Cap Fund,2024-03-01,2024-04-01,0.5479245785432316,2.799175,4.533622,-1.734447,12.0,32,6,RF,rf_probability,,,
PGIM India Flexi Cap Fund,2024-03-01,2024-04-01,0.3921148469779273,3.011712,4.533622,-1.52191,24.0,32,14,RF,rf_probability,,,
Shriram ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.42640874390487415,4.380169,4.533622,-0.153453,20.0,32,11,RF,rf_probability,,,
Shriram Flexi Cap Fund,2024-03-01,2024-04-01,0.4778603822390201,4.441339,4.533622,-0.092283,16.0,32,9,RF,rf_probability,,,
Sundaram ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.4183752439596867,3.655039,4.533622,-0.878583,21.0,32,12,RF,rf_probability,,,
UTI ELSS Tax Saver Fund,2024-03-01,2024-04-01,0.43053308649554783,4.284869,4.533622,-0.248753,19.0,32,11,RF,rf_probability,,,
UTI Flexi Cap Fund,2024-03-01,2024-04-01,0.5196149494296554,1.91143,4.533622,-2.622192,13.0,32,7,RF,rf_probability,,,
UTI Value Fund,2024-03-01,2024-04-01,0.3299590007859359,4.710377,4.533622,0.176755,30.0,32,18,RF,rf_probability,,,
Axis Flexi Cap Fund,2024-04-01,2024-05-01,0.3520200506579764,1.342812,0.731367,0.611445,25.0,32,15,RF,rf_probability,,,
DSP ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.5217411042775592,2.480496,0.731367,1.749129,5.0,32,2,RF,rf_probability,,,
DSP Flexi Cap Fund,2024-04-01,2024-05-01,0.2973405879723993,2.098992,0.731367,1.367625,30.0,32,18,RF,rf_probability,,,
Edelweiss ELSS Tax saver Fund,2024-04-01,2024-05-01,0.36855756351491653,1.897617,0.731367,1.16625,21.0,32,12,RF,rf_probability,,,
Edelweiss Flexi Cap Fund,2024-04-01,2024-05-01,0.3520517642058663,2.507192,0.731367,1.775825,24.0,32,14,RF,rf_probability,,,
Franklin India ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.40561854877148973,0.864446,0.731367,0.133079,13.0,32,7,RF,rf_probability,,,
Franklin India Flexi Cap Fund,2024-04-01,2024-05-01,0.3669105574937618,0.885017,0.731367,0.15365,22.0,32,13,RF,rf_probability,,,
Franklin India Focused Equity Fund,2024-04-01,2024-05-01,0.39238515826279,0.864442,0.731367,0.133075,15.0,32,8,RF,rf_probability,,,
Franklin India Opportunities Fund,2024-04-01,2024-05-01,0.6337231198540024,4.345069,0.731367,3.613702,1.0,32,0,RF,rf_probability,,,
HDFC ELSS Tax saver,2024-04-01,2024-05-01,0.3461891799720747,2.317903,0.731367,1.586536,26.0,32,15,RF,rf_probability,,,
HDFC Flexi Cap Fund,2024-04-01,2024-05-01,0.38135692663889265,2.17523,0.731367,1.443863,19.0,32,11,RF,rf_probability,,,
HDFC Focused Fund,2024-04-01,2024-05-01,0.3894105619011195,2.336364,0.731367,1.604997,16.0,32,9,RF,rf_probability,,,
HDFC Value Fund,2024-04-01,2024-05-01,0.39603732211201276,1.756638,0.731367,1.025271,14.0,32,8,RF,rf_probability,,,
HSBC Flexi Cap Fund,2024-04-01,2024-05-01,0.35409241281594234,1.317161,0.731367,0.585794,23.0,32,13,RF,rf_probability,,,
ICICI Prudential ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.3293047026073344,-1.73968,0.731367,-2.471047,28.0,32,16,RF,rf_probability,,,
ICICI Prudential India Opportunities Fund,2024-04-01,2024-05-01,0.6254021182807556,0.398406,0.731367,-0.332961,2.0,32,0,RF,rf_probability,,,
ITI ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.5344359423170566,2.332572,0.731367,1.601205,4.0,32,1,RF,rf_probability,,,
Kotak ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.43837177966512325,2.526659,0.731367,1.795292,8.0,32,4,RF,rf_probability,,,
LIC MF ELSS Tax Saver,2024-04-01,2024-05-01,0.24434132305602904,2.278237,0.731367,1.54687,32.0,32,19,RF,rf_probability,,,
LIC MF Flexi Cap Fund,2024-04-01,2024-05-01,0.3055622665775917,1.635679,0.731367,0.904312,29.0,32,17,RF,rf_probability,,,
Motilal Oswal ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.5004699421063973,1.485936,0.731367,0.754569,6.0,32,3,RF,rf_probability,,,
Motilal Oswal Flexi Cap Fund,2024-04-01,2024-05-01,0.4671557987334308,0.30065,0.731367,-0.430717,7.0,32,3,RF,rf_probability,,,
Navi Flexi Cap Fund,2024-04-01,2024-05-01,0.5891705596347239,0.432494,0.731367,-0.298873,3.0,32,1,RF,rf_probability,,,
Parag Parikh ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.34112953643363875,0.333982,0.731367,-0.397385,27.0,32,16,RF,rf_probability,,,
Parag Parikh Flexi Cap Fund,2024-04-01,2024-05-01,0.41962576448842437,1.046461,0.731367,0.315094,12.0,32,6,RF,rf_probability,,,
PGIM India Flexi Cap Fund,2024-04-01,2024-05-01,0.37564961059752094,-1.732539,0.731367,-2.463906,20.0,32,11,RF,rf_probability,,,
Shriram ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.294191950610449,2.694394,0.731367,1.963027,31.0,32,18,RF,rf_probability,,,
Shriram Flexi Cap Fund,2024-04-01,2024-05-01,0.4338241450585876,1.890275,0.731367,1.158908,10.0,32,5,RF,rf_probability,,,
Sundaram ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.38452795476797047,-0.168575,0.731367,-0.899942,17.0,32,10,RF,rf_probability,,,
UTI ELSS Tax Saver Fund,2024-04-01,2024-05-01,0.38369002590976303,0.912111,0.731367,0.180744,18.0,32,10,RF,rf_probability,,,
UTI Flexi Cap Fund,2024-04-01,2024-05-01,0.4373257280645052,0.680787,0.731367,-0.05058,9.0,32,5,RF,rf_probability,,,
UTI Value Fund,2024-04-01,2024-05-01,0.4207643979343669,2.645571,0.731367,1.914204,11.0,32,6,RF,rf_probability,,,
Axis Flexi Cap Fund,2024-05-01,2024-06-01,0.4172595582951625,7.371295,7.051242,0.320053,20.0,32,11,RF,rf_probability,,,
DSP ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.6459955753396923,6.930649,7.051242,-0.120593,2.0,32,0,RF,rf_probability,,,
DSP Flexi Cap Fund,2024-05-01,2024-06-01,0.324181728032889,7.270235,7.051242,0.218993,31.0,32,18,RF,rf_probability,,,
Edelweiss ELSS Tax saver Fund,2024-05-01,2024-06-01,0.29816795830588416,8.367259,7.051242,1.316017,32.0,32,19,RF,rf_probability,,,
Edelweiss Flexi Cap Fund,2024-05-01,2024-06-01,0.3716307614813806,8.725316,7.051242,1.674074,26.0,32,15,RF,rf_probability,,,
Franklin India ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.3888632870397577,6.915345,7.051242,-0.135897,25.0,32,15,RF,rf_probability,,,
Franklin India Flexi Cap Fund,2024-05-01,2024-06-01,0.3470020366458447,6.790821,7.051242,-0.260421,30.0,32,18,RF,rf_probability,,,
Franklin India Focused Equity Fund,2024-05-01,2024-06-01,0.4349427384706797,6.51886,7.051242,-0.532382,17.0,32,10,RF,rf_probability,,,
Franklin India Opportunities Fund,2024-05-01,2024-06-01,0.5728481755172932,7.498378,7.051242,0.447136,6.0,32,3,RF,rf_probability,,,
HDFC ELSS Tax saver,2024-05-01,2024-06-01,0.5293657171260111,6.051424,7.051242,-0.999818,9.0,32,5,RF,rf_probability,,,
HDFC Flexi Cap Fund,2024-05-01,2024-06-01,0.49459809037711516,6.208431,7.051242,-0.842811,11.0,32,6,RF,rf_probability,,,
HDFC Focused Fund,2024-05-01,2024-06-01,0.45660729833462044,6.364508,7.051242,-0.686734,15.0,32,8,RF,rf_probability,,,
HDFC Value Fund,2024-05-01,2024-06-01,0.4774441225441226,7.475505,7.051242,0.424263,14.0,32,8,RF,rf_probability,,,
HSBC Flexi Cap Fund,2024-05-01,2024-06-01,0.4260282953974126,8.116271,7.051242,1.065029,18.0,32,10,RF,rf_probability,,,
ICICI Prudential ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.3971256390238588,6.083416,7.051242,-0.967826,22.0,32,13,RF,rf_probability,,,
ICICI Prudential India Opportunities Fund,2024-05-01,2024-06-01,0.623741721488006,5.385779,7.051242,-1.665463,4.0,32,1,RF,rf_probability,,,
ITI ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.6449293317793319,5.780891,7.051242,-1.270351,3.0,32,1,RF,rf_probability,,,
Kotak ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.503530733782901,5.351887,7.051242,-1.699355,10.0,32,5,RF,rf_probability,,,
LIC MF ELSS Tax Saver,2024-05-01,2024-06-01,0.42093560965178634,8.539354,7.051242,1.488112,19.0,32,11,RF,rf_probability,,,
LIC MF Flexi Cap Fund,2024-05-01,2024-06-01,0.3955303437532539,8.578565,7.051242,1.527323,24.0,32,14,RF,rf_probability,,,
Motilal Oswal ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.577105479118405,9.013836,7.051242,1.962594,5.0,32,2,RF,rf_probability,,,
Motilal Oswal Flexi Cap Fund,2024-05-01,2024-06-01,0.44624145588673486,9.078674,7.051242,2.027432,16.0,32,9,RF,rf_probability,,,
Navi Flexi Cap Fund,2024-05-01,2024-06-01,0.6852244312533015,7.593285,7.051242,0.542043,1.0,32,0,RF,rf_probability,,,
Parag Parikh ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.368755895643744,5.210036,7.051242,-1.841206,27.0,32,16,RF,rf_probability,,,
Parag Parikh Flexi Cap Fund,2024-05-01,2024-06-01,0.5415571263412258,4.537794,7.051242,-2.513448,8.0,32,4,RF,rf_probability,,,
PGIM India Flexi Cap Fund,2024-05-01,2024-06-01,0.4876616131804215,7.99343,7.051242,0.942188,12.0,32,6,RF,rf_probability,,,
Shriram ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.35125955232418077,5.103785,7.051242,-1.947457,29.0,32,17,RF,rf_probability,,,
Shriram Flexi Cap Fund,2024-05-01,2024-06-01,0.48067992552682975,4.568717,7.051242,-2.482525,13.0,32,7,RF,rf_probability,,,
Sundaram ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.39901290396909606,5.823164,7.051242,-1.228078,21.0,32,12,RF,rf_probability,,,
UTI ELSS Tax Saver Fund,2024-05-01,2024-06-01,0.3562416106253567,7.975032,7.051242,0.92379,28.0,32,16,RF,rf_probability,,,
UTI Flexi Cap Fund,2024-05-01,2024-06-01,0.5723341975448012,7.216369,7.051242,0.165127,7.0,32,3,RF,rf_probability,,,
UTI Value Fund,2024-05-01,2024-06-01,0.3956374641698169,8.606123,7.051242,1.554881,23.0,32,13,RF,rf_probability,,,
Axis Flexi Cap Fund,2024-06-01,2024-07-01,0.36937859885212837,2.482014,4.390997,-1.908983,27.0,33,15,RF,rf_probability,,,
DSP ELSS Tax Saver Fund,2024-06-01,2024-07-01,0.6701892413142407,5.438025,4.390997,1.047028,1.0,33,0,RF,rf_probability,,,
DSP Flexi Cap Fund,2024-06-01,2024-07-01,0.39635608237651593,3.682852,4.390997,-0.708145,18.0,33,10,RF,rf_probability,,,
Edelweiss ELSS Tax saver Fund,2024-06-01,2024-07-01,0.3957071735454089,2.29958,4.390997,-2.091417,19.0,33,10,RF,rf_probability,,,
Edelweiss Flexi Cap Fund,2024-06-01,2024-07-01,0.35937528729440504,2.597585,4.390997,-1.793412,29.0,33,16,RF,rf_probability,,,
Franklin India ELSS Tax Saver Fund,2024-06-01,2024-07-01,0.5532771759286466,3.994447,4.390997,-0.39655,8.0,33,4,RF,rf_probability,,,
Franklin India Flexi Cap Fund,2024-06-01,2024-07-01,0.5626694416694417,3.920058,4.390997,-0.470939,7.0,33,3,RF,rf_probability,,,
Franklin India Focused Equity Fund,2024-06-01,2024-07-01,0.3431821728924673,2.404036,4.390997,-1.986961,31.0,33,18,RF,rf_probability,,,
Franklin India Opportunities Fund,2024-06-01,2024-07-01,0.6358862381082975,2.65292,4.390997,-1.738077,2.0,33,0,RF,rf_probability,,,
HDFC ELSS Tax saver,2024-06-01,2024-07-01,0.5042244413223514,2.903611,4.390997,-1.487386,12.0,33,6,RF,rf_probability,,,
HDFC Flexi Cap Fund,2024-06-01,2024-07-01,0.4984376149134661,2.890179,4.390997,-1.500818,13.0,33,7,RF,rf_probability,,,
HDFC Focused Fund,2024-06-01,2024-07-01,0.4305947010076268,2.360188,4.390997,-2.030809,17.0,33,9,RF,rf_probability,,,
HDFC Value Fund,2024-06-01,2024-07-01,0.6103515030720915,3.921894,4.390997,-0.469103,4.0,33,1,RF,rf_probability,,,
HSBC Flexi Cap Fund,2024-06-01,2024-07-01,0.46024292602822,2.97356,4.390997,-1.417437,14.0,33,7,RF,rf_probability,,,
ICICI Prudential ELSS Tax Saver Fund,2024-06-01,2024-07-01,0.25574066097301396,4.664275,4.390997,0.273278,33.0,33,19,RF,rf_probability,,,
ICICI Prudential India Opportunities Fund,2024-06-01,2024-07-01,0.5778434279514775,5.221113,4.390997,0.830116,6.0,33,3,RF,rf_probability,,,
ITI ELSS Tax Saver Fund,2024-06-01,2024-07-01,0.6260296814296813,3.049052,4.390997,-1.341945,3.0,33,1,RF,rf_probability,,,
Kotak ELSS Tax Saver Fund,2024-06-01,2024-07-01,0.38166215579226426,3.156319,4.390997,-1.234678,22.0,33,12,RF,rf_probability,,,
LIC MF ELSS Tax Saver,2024-06-01,2024-07-01,0.3060857453004511,3.070136,4.390997,-1.320861,32.0,33,18,RF,rf_probability,,,
LIC MF Flexi Cap Fund,2024-06-01,2024-07-01,0.3789330463653991,3.305034,4.390997,-1.085963,25.0,33,14,RF,rf_probability,,,
Motilal Oswal ELSS Tax Saver Fund,2024-06-01,2024-07-01,0.518500125768624,3.133506,4.390997,-1.257491,10.0,33,5,RF,rf_probability,,,
Motilal Oswal Flexi Cap Fund,2024-06-01,2024-07-01,0.3510384703102195,3.074992,4.390997,-1.316005,30.0,33,17,RF,rf_probability,,,
Navi Flexi Cap Fund,2024-06-01,2024-07-01,0.3892786017560009,3.831163,4.390997,-0.559834,21.0,33,12,RF,rf_probability,,,
Nippon India Value Fund,2024-06-01,2024-07-01,0.6046774880314043,3.335344,4.390997,-1.055653,5.0,33,2,RF,rf_probability,,,
Parag Parikh ELSS Tax Saver Fund,2024-06-01,2024-07-01,0.4360513417954599,4.793368,4.390997,0.402371,16.0,33,9,RF,rf_probability,,,
