model_name,long_short_excess_return_percent,annualized_long_short_excess_return_percent
Combination,0.30662489652777775,3.6794987583333327
LightGBM,0.3667700055555556,4.401240066666667
RF,-0.03812567986111099,-0.4575081583333319
XGBoost,0.050035636805555506,0.6004276416666661
