,tna,vol_flows,const_90,const_120,const_180,const_250,const_750,t_const_90,t_const_120,t_const_180,t_const_250,t_const_750,r2_90,r2_120,r2_180,r2_250,r2_750,t_mkt_90,t_mkt_120,t_mkt_180,t_mkt_250,t_mkt_750,t_smb_90,t_smb_120,t_smb_180,t_smb_250,t_smb_750,t_hml_90,t_hml_120,t_hml_180,t_hml_250,t_hml_750,t_umd_90,t_umd_120,t_umd_180,t_umd_250,t_umd_750,ir_p6m,ir_p1y,ir_p3y,sr_p6m,sr_p1y,sr_p3y
t_hml_250,-0.00842423576720903,0.06983420946403297,-0.09137648758194081,-0.11480524832237095,-0.09283304958089494,-0.00550689313317195,0.37182528235463846,-0.0794782890365536,-0.10396749894473899,-0.06975459747594603,0.01778968570502051,0.36370275213008807,0.042558270423414264,0.027065987092731184,0.0037848280166223438,-0.008511929550919136,-0.07949761727306692,-0.06995477701265232,-0.08997693376488611,-0.11018803115832873,-0.11702796634150417,-0.25140751534641176,0.05969355942611852,0.06728686049093072,0.0958786042892543,0.11291117548685119,0.06442587006167919,0.7313510529084383,0.7995192149410297,0.9066183968577198,1.0,0.7808150133776501,0.23111887168471068,0.27044173848163483,0.31564102303869485,0.3185463571814927,0.09747581305710681,0.014997526928871551,0.22901578789033797,0.5686662992535042,0.23757353179241203,0.25126449253099004,0.48338821681030414
t_hml_750,0.0932612870768044,0.06155298049117051,0.20895679542091528,0.19970820015831953,0.19783353126804137,0.21819246266028036,0.16536826555771322,0.2149717253052153,0.2054731392298139,0.20520777420585487,0.2240083272074046,0.1665193584557206,0.13229226506505418,0.12649859207895411,0.10841634537333972,0.10549622372937065,0.10476325949168679,0.06522483660643803,0.059695569354915545,0.03326896634818446,0.02004516222490768,-0.06704005833374777,-0.08235385663949402,-0.09796049721471527,-0.10234970339611704,-0.0604420084107775,0.15552292834723067,0.674397438563051,0.7117121199426374,0.7499108632303797,0.7808150133776501,1.0,0.048668211756767665,0.07371714091122435,0.1169159786490003,0.1447649743813377,-0.15764112243988349,0.26508672611537515,0.41895170343293775,0.5602490305641348,0.1364937319192438,0.3224060285517935,0.3126287337371371
t_umd_90,-0.07253997302737057,-0.03636731143949623,-0.10253577163330067,-0.008884787369509272,0.15910628153128475,0.3761860244820046,0.5991626650776145,-0.11046823198030574,-0.020601968629625697,0.15890790649268746,0.3891299944146999,0.5873613592017759,-0.2149543532481316,-0.2933836574581495,-0.4027866572901556,-0.4283057857258969,-0.4517534558819656,-0.2780283662603741,-0.335694418659386,-0.40306244692738813,-0.39910150212944606,-0.49587505006391386,0.1507244737457145,0.18056235716295693,0.11502833069633268,0.03714412372536806,-0.18458170949956376,0.19420335734816432,0.22022200423377533,0.23194671673543352,0.23111887168471068,0.048668211756767665,1.0,0.9327985639919453,0.8083246423234239,0.5876236491927579,0.22750905874949579,-0.09662797397226233,0.32782887115796083,0.40077120950650663,0.2856180748758561,0.3827050383263347,0.5938456661827878
t_umd_120,-0.08247786208434663,-0.03162677873938702,-0.17300510322649693,-0.12218675048723741,0.06971683986729492,0.30119677258425964,0.5847535565993566,-0.18378444032930202,-0.13919918398916858,0.0678087944686922,0.3118370843932516,0.5738635724382635,-0.16828045448060036,-0.21574246432874927,-0.3441804641391121,-0.4040298926819722,-0.447582635125882,-0.24331176015164718,-0.2650937244716275,-0.3598294048485117,-0.39043035880638804,-0.5007891346280068,0.18936483963324285,0.22301878427457475,0.152555208751188,0.04947015307144631,-0.1438691835616779,0.18183181386687775,0.21604799514995096,0.24426539016728976,0.27044173848163483,0.07371714091122435,0.9327985639919453,1.0,0.8760427431586213,0.6914178519474216,0.28492566190787455,-0.20750321887690124,0.25636616721400984,0.3978353747024694,0.24197851570338832,0.35582936031998613,0.5622041582524664
t_umd_180,-0.1078554674683722,-0.03404015378269469,-0.2703775473403859,-0.23584919784960398,-0.10162261301990667,0.12406170344677254,0.48005914370776076,-0.2859958855934414,-0.2612981347113415,-0.1181039711261794,0.12489901226884091,0.4683998286485331,-0.03104595506227436,-0.08822119788244324,-0.16547777100048694,-0.27511685242833867,-0.3998938306477081,-0.10397778293290487,-0.1530393299168798,-0.2112971143486752,-0.3008176713799384,-0.4661375748718367,0.20269659970669773,0.24869702810739197,0.24923848967637852,0.1406477724375199,-0.026483848600569064,0.1402859248379749,0.19731136154551762,0.2612742587303683,0.31564102303869485,0.1169159786490003,0.8083246423234239,0.8760427431586213,1.0,0.8730822778485876,0.4289866729683452,-0.3075378449286035,0.07662796880165884,0.3335977124209836,0.15625970361040234,0.2585904910616633,0.459204700978428
t_umd_250,-0.14367652536064823,-0.04877447456178034,-0.30145511992686,-0.3183806058466033,-0.26402499116016787,-0.061309463409607204,0.332821455453515,-0.3167835776474484,-0.34483985887775853,-0.2795802515310131,-0.07005629139844173,0.32039927830421494,0.09380724671566652,0.04455803914602446,-0.019261098761570446,-0.0669895511784817,-0.2951179804828898,0.023701961679485652,-0.017396022873066002,-0.07947014056756416,-0.12066192264300028,-0.36021356403688704,0.19778958021541573,0.2532577192478459,0.3084586991916888,0.27694293270710846,0.1314848343903197,0.07422809869985712,0.13338076493787548,0.2181493957365659,0.3185463571814927,0.1447649743813377,0.5876236491927579,0.6914178519474216,0.8730822778485876,1.0,0.564936454233179,-0.36672590650590886,-0.10214377853570768,0.2533464438347219,0.11496013016579405,0.10748491208269745,0.29918065095410884
t_umd_750,-0.2619968550177274,-0.08307333165056864,-0.30564630295428274,-0.3381484917129029,-0.3879402631636147,-0.3749067756583549,0.020301538707362513,-0.305888315677066,-0.34078099281926333,-0.3968308228503722,-0.3828812587526662,0.0006157055001424265,0.23812001121057547,0.20370209597615116,0.09147727103307321,-0.022179552319950637,0.0014858960838425954,0.14353105963576726,0.10507981219703992,-0.018076364662890483,-0.15471242794647552,0.000923423150292419,0.08398344627859952,0.10808973611763772,0.17870414985468724,0.16116742863688407,0.3180051478186195,-0.030672624056242114,-0.012793305426379468,-0.0003292137263726326,0.09747581305710681,-0.15764112243988349,0.22750905874949579,0.28492566190787455,0.4289866729683452,0.564936454233179,1.0,-0.28966801448690044,-0.311731548750243,-0.02450107099463288,0.010667545738138285,0.12528376399444324,-0.029286303809009578
ir_p6m,-0.004192590507744763,0.01635567672622533,0.7426332919112784,0.8464399192711265,0.6836756642195178,0.4546931401652375,0.008148496589290571,0.7525948923517466,0.8637739712578145,0.6923644965085641,0.4598158689738881,0.0069111539829970915,-0.1726488846380126,-0.15144212185330821,-0.04483497556731325,0.14638969666400678,0.1507431986562722,-0.13667104263515936,-0.10590212284308867,-0.0019781900023366546,0.17764112536741974,0.12547550036074476,-0.011243834103645186,-0.05619278948234576,-0.043347843926772836,0.03209967620086412,0.07943475823753184,0.20833871712600632,0.19055347959091115,0.13725341036312255,0.014997526928871551,0.26508672611537515,-0.09662797397226233,-0.20750321887690124,-0.3075378449286035,-0.36672590650590886,-0.28966801448690044,1.0,0.6023087041066031,0.216719672068204,0.04843341791430972,-0.008663891071408726,0.10400296190189416
ir_p1y,0.028660424082235403,0.03034278622384768,0.4766101885351219,0.5364407752764915,0.7347141116509974,0.8559775865437003,0.5112212147933902,0.4761595581430171,0.5367280224547382,0.7464083985364771,0.8779309507573065,0.5074712087078982,-0.3774084674728548,-0.36025980820225345,-0.30687004986300664,-0.2196875617518025,-0.14817968964222558,-0.35494637868817,-0.3118985209805209,-0.24092689336179623,-0.1523413884294241,-0.22201911916498143,-0.004768058412856596,-0.0017731184039125752,-0.08336702558330468,-0.08148330240780531,-0.15180339249012473,0.3572454052977578,0.3465448254114988,0.3368238967645469,0.22901578789033797,0.41895170343293775,0.32782887115796083,0.25636616721400984,0.07662796880165884,-0.10214377853570768,-0.311731548750243,0.6023087041066031,1.0,0.6059366742541927,0.24132528735809466,0.2757743287670108,0.6176414404443135
ir_p3y,0.0669369315276107,0.08265067526190265,0.1605327308058046,0.20497438229697956,0.3596223539910999,0.5015205767932054,0.8065371110650137,0.15833714124585646,0.2026229242007023,0.36971637738082935,0.5161571423766987,0.820638776889411,-0.26019170902655414,-0.2898602560789429,-0.29602267031037816,-0.2414639788795815,-0.20532729846515219,-0.30778198489235936,-0.3319408853587075,-0.32072137570219283,-0.23955378110824577,-0.3027809375482068,-0.07988333474282255,-0.07748017094888517,-0.10292065005253669,-0.06465427686340224,-0.02993110295727572,0.4608685628295014,0.5134822150986281,0.5847799402549777,0.5686662992535042,0.5602490305641348,0.40077120950650663,0.3978353747024694,0.3335977124209836,0.2533464438347219,-0.02450107099463288,0.216719672068204,0.6059366742541927,1.0,0.32413577439758484,0.44361783135735844,0.792431588897303
sr_p6m,0.024914640128518583,0.012442002709086443,0.15282237654790268,0.11582244399183413,0.08892411663221536,0.15374539350158264,0.44459010631940116,0.11376586444175558,0.08153380516935507,0.08978323206091857,0.18245202004944822,0.4399236143446602,-0.4875233018011253,-0.5521166253973601,-0.4986254607499231,-0.4253057825967528,-0.23229714065333537,-0.5143554359361243,-0.5666760420573954,-0.49548260014689155,-0.4094608694784546,-0.3019630762002647,-0.31680145213571226,-0.26317547725788665,-0.1740152513731498,-0.11690085581075936,-0.22679058617673434,0.06952974146803531,0.055800344236957594,0.09467896725405632,0.23757353179241203,0.1364937319192438,0.2856180748758561,0.24197851570338832,0.15625970361040234,0.11496013016579405,0.010667545738138285,0.04843341791430972,0.24132528735809466,0.32413577439758484,1.0,0.618059138653004,0.47553742448883685
sr_p1y,0.019560966618811532,0.027674742018698784,0.006999574214250492,0.04729109010361586,0.16322185284569538,0.21441727697829838,0.4703349679437865,-0.02178789024909758,0.027437434905630505,0.15358959386051516,0.22968887186668344,0.46652349698999374,-0.294477270097101,-0.37079005982498286,-0.5256413455373,-0.595045551230122,-0.2189370215089547,-0.3928167120211669,-0.47606846640945355,-0.6030925807301251,-0.6296855212070951,-0.3356455266493508,-0.3086209697504496,-0.31795040184716233,-0.371512486532224,-0.37486217944989,-0.10572238259630984,0.07712171219860146,0.11189055023168393,0.17014598866352346,0.25126449253099004,0.3224060285517935,0.3827050383263347,0.35582936031998613,0.2585904910616633,0.10748491208269745,0.12528376399444324,-0.008663891071408726,0.2757743287670108,0.44361783135735844,0.618059138653004,1.0,0.501694694211201
sr_p3y,0.01556628486975932,-0.008960527278038807,0.12387118160157791,0.12808238524298923,0.30243475559149197,0.5779053559820171,0.8669598841248775,0.11573350100006317,0.11901455207617122,0.30777226729092527,0.5992809934228163,0.8527984066075469,-0.46347240036914417,-0.528243031040438,-0.5262397598156828,-0.42341278916769154,-0.3396910002595917,-0.47601807003814944,-0.5394451263970481,-0.510345923987812,-0.35270109389446924,-0.4054466900227517,-0.11315083177943776,-0.09631048110704744,-0.12550697464535013,-0.11206482346833042,-0.2320772619342134,0.3380122822136309,0.38368444617070346,0.4795121025427268,0.48338821681030414,0.3126287337371371,0.5938456661827878,0.5622041582524664,0.459204700978428,0.29918065095410884,-0.029286303809009578,0.10400296190189416,0.6176414404443135,0.792431588897303,0.47553742448883685,0.501694694211201,1.0
