predictor,months,mean_ic,median_ic,std_ic,%_months_abs_ic_ge_0.03
net_flow_percent,89,0.037182287664021124,0.039679280153826046,0.21398053096026276,89.8876404494382
vol_flows_12m,78,0.020238700949600803,0.008219024088346502,0.15107090525911987,80.76923076923077
monthly_aum,90,0.001721966055400562,-0.02201421661353982,0.18967162142624636,92.22222222222223
